,BirdID,Brood.code,Chick.code,social.fem,social.male,Age,Date,Year,Time,Mass,Chick.order,Air.temp,max.temp,CF.brood.no,f.cc,femID,m.cc,maleID,maxage,surv
69,10043,R021,CR0078,RY/MY,VV/YM,5,11/05/2018,2018,07:41:00,6.8,1,12.5,27.76206396,NA,RY/MY,9258,VV/YM,9134,12,1
67,10043,R021,CR0078,RY/MY,VV/YM,10,16/05/2018,2018,10:06:00,16.7,2,12.9,33.95419944,NA,RY/MY,9258,VV/YM,9134,12,1
68,10043,R021,CR0078,RY/MY,VV/YM,12,18/05/2018,2018,11:15:00,20.6,1,18.2,38.61020843,NA,RY/MY,9258,VV/YM,9134,12,1
72,10044,R023,CR0079,RY/MY,VV/YM,2,08/05/2018,2018,07:52:00,3.7,2,14.9,29,R021,RY/MY,9258,VV/YM,9134,12,1
74,10044,R021,CR0079,RY/MY,VV/YM,5,11/05/2018,2018,07:41:00,9.5,2,12.7,27.58209211,NA,RY/MY,9258,VV/YM,9134,12,1
71,10044,R021,CR0079,RY/MY,VV/YM,10,16/05/2018,2018,10:06:00,23.8,1,12.9,36.44006289,NA,RY/MY,9258,VV/YM,9134,12,0
73,10044,R021,CR0079,RY/MY,VV/YM,12,18/05/2018,2018,11:15:00,26.2,2,18.4,38.25469639,NA,RY/MY,9258,VV/YM,9134,12,1
75,10045,R023,CR0080,RY/MY,VV/YM,2,08/05/2018,2018,07:52:00,2.3,3,14.4,26.5,R038,RY/MY,9258,VV/YM,9134,2,1
76,10046,R023,CR0081,RY/MY,VV/YM,2,08/05/2018,2018,07:52:00,2,4,16.8,27.6,NA,RY/MY,9258,VV/YM,9134,12,1
78,10046,R023,CR0081,RY/MY,VV/YM,5,11/05/2018,2018,06:50:00,4.8,1,10.5,29.59375343,NA,RY/MY,9258,VV/YM,9134,12,1
77,10046,R023,CR0081,RY/MY,VV/YM,12,18/05/2018,2018,08:45:00,11.3,1,12.9,35.4048524,NA,RY/MY,9258,VV/YM,9134,12,1
79,10047,R021,CR0082,BM/DC,YM/OD,2,08/05/2018,2018,08:32:00,2.7,1,13.5,27.7,R038,RY/MY,9258,VV/YM,9134,10,1
81,10047,R038,CR0082,BM/DC,YM/OD,5,11/05/2018,2018,10:30:00,5.9,1,14.8,30.05225422,NA,BM/DC,8750,YM/OD,8983,10,1
80,10047,R038,CR0082,BM/DC,YM/OD,10,16/05/2018,2018,11:53:00,7.9,2,13.8,28.88170389,NA,BM/DC,8750,YM/OD,8983,10,0
83,10048,R021,CR0083,BM/DC,YM/OD,2,08/05/2018,2018,08:32:00,3.7,2,13.7,26.8,R038,RY/MY,9258,VV/YM,9134,10,1
84,10048,R038,CR0083,BM/DC,YM/OD,5,11/05/2018,2018,10:30:00,8.2,2,14.8,28.03039936,NA,BM/DC,8750,YM/OD,8983,10,0
82,10048,R038,CR0083,BM/DC,YM/OD,10,16/05/2018,2018,11:53:00,18.3,1,13.8,35.05083563,NA,BM/DC,8750,YM/OD,8983,10,1
86,10051,R038,CR0086,YM/WY,NM/CN,2,08/05/2018,2018,08:56:00,2.8,1,15.4,26.3,R023,BM/DC,8750,YM/OD,8983,12,1
88,10051,R023,CR0086,YM/WY,YM/WY,5,11/05/2018,2018,06:50:00,7.7,4,10.4,29.4,NA,RY/MY,9258,VV/YM,9134,12,0
85,10051,R023,CR0086,YM/WY,YM/WY,10,16/05/2018,2018,08:20:00,19.4,2,11.7,35.48541013,NA,RY/MY,9258,VV/YM,9134,12,0
87,10051,R023,CR0086,YM/WY,YM/WY,12,18/05/2018,2018,08:45:00,21.9,4,11.3,33.08356003,NA,RY/MY,9258,VV/YM,9134,12,1
90,10052,R038,CR0087,YM/WY,NM/CN,2,08/05/2018,2018,08:56:00,2.9,2,15.4,27.1,R023,BM/DC,8750,YM/OD,8983,12,1
92,10052,R023,CR0087,YM/WY,NM/CN,5,11/05/2018,2018,06:50:00,6.5,2,10.4,30.1,NA,RY/MY,9258,VV/YM,9134,12,1
91,10052,R023,CR0087,YM/WY,NM/CN,10,16/05/2018,2018,08:20:00,16,1,12,34.9676983,NA,RY/MY,9258,VV/YM,9134,12,1
89,10052,R023,CR0087,YM/WY,NM/CN,12,18/05/2018,2018,08:45:00,18.8,3,12.4,35.73653816,NA,RY/MY,9258,VV/YM,9134,12,1
94,10053,R038,CR0088,YM/WY,NM/CN,2,08/05/2018,2018,08:56:00,3,3,15.5,28,R023,BM/DC,8750,YM/OD,8983,12,0
96,10053,R023,CR0088,YM/WY,NM/CN,5,11/05/2018,2018,06:50:00,9.6,3,10.4,30.3,NA,RY/MY,9258,VV/YM,9134,12,1
95,10053,R023,CR0088,YM/WY,NM/CN,10,16/05/2018,2018,08:20:00,20.9,3,11.5,35.53075079,NA,RY/MY,9258,VV/YM,9134,12,0
93,10053,R023,CR0088,YM/WY,NM/CN,12,18/05/2018,2018,08:45:00,22.8,2,11.9,35.8906005,NA,RY/MY,9258,VV/YM,9134,12,1
97,10055,R028,CR0089,MY/RD,DV/MB,2,09/05/2018,2018,08:20:00,3.2,1,15.1,29.9,NA,MY/RD,8849,DV/MB,8752,12,0
99,10055,R028,CR0089,MY/RD,DV/MB,5,12/05/2018,2018,08:42:00,8.4,2,14.4,32.97613176,NA,MY/RD,8849,DV/MB,8752,12,1
100,10055,R028,CR0089,MY/RD,DV/MB,10,17/05/2018,2018,09:11:00,20.7,2,13.2,35.35944029,NA,MY/RD,8849,DV/MB,8752,12,1
98,10055,R028,CR0089,MY/RD,DV/MB,12,19/05/2018,2018,07:57:00,22.7,1,15.6,37.32803311,NA,MY/RD,8849,DV/MB,8752,12,1
103,10056,R028,CR0090,MY/RD,DV/MB,2,09/05/2018,2018,08:20:00,3.2,2,15.1,28.8,NA,MY/RD,8849,DV/MB,8752,12,1
102,10056,R028,CR0090,MY/RD,DV/MB,5,12/05/2018,2018,08:42:00,7.2,1,14.4,36.11391511,NA,MY/RD,8849,DV/MB,8752,12,1
104,10056,R028,CR0090,MY/RD,DV/MB,10,17/05/2018,2018,09:11:00,18.1,1,13.2,33.11659958,NA,MY/RD,8849,DV/MB,8752,12,1
101,10056,R028,CR0090,MY/RD,DV/MB,12,19/05/2018,2018,07:57:00,20.1,2,15.7,38.00999747,NA,MY/RD,8849,DV/MB,8752,12,1
105,10057,R028,CR0091,MY/RD,DV/MB,2,09/05/2018,2018,08:20:00,2.7,3,15.1,26.8,NA,MY/RD,8849,DV/MB,8752,12,0
108,10057,R028,CR0091,MY/RD,DV/MB,5,12/05/2018,2018,08:42:00,4.6,3,14.5,31.22187652,NA,MY/RD,8849,DV/MB,8752,12,1
106,10057,R028,CR0091,MY/RD,DV/MB,10,17/05/2018,2018,09:11:00,10.3,3,13.3,29.94631394,NA,MY/RD,8849,DV/MB,8752,12,0
107,10057,R028,CR0091,MY/RD,DV/MB,12,19/05/2018,2018,07:57:00,10.5,3,15.8,35.33551791,NA,MY/RD,8849,DV/MB,8752,12,1
110,10059,R026,CR0092,NA,BM/OV,2,11/05/2018,2018,08:32:00,3,1,13.9,25.7,R027,NA,NA,BM/OV,8567,12,1
109,10059,R027,CR0092,MD/RB,MY/VO,5,14/05/2018,2018,08:20:00,7.2,1,15.2,34.1189562,NA,MD/RB,6755,MY/VO,8888,12,1
111,10059,R027,CR0092,MD/RB,MY/VO,10,19/05/2018,2018,07:20:00,15.8,1,15.1,36.37948918,NA,MD/RB,6755,MY/VO,8888,12,1
112,10059,R027,CR0092,MD/RB,MY/VO,12,21/05/2018,2018,11:13:00,21.3,2,20.1,39.72000059,NA,MD/RB,6755,MY/VO,8888,12,1
115,10060,R026,CR0093,NA,BM/OV,2,11/05/2018,2018,08:32:00,3.3,2,13.9,24.6,R027,NA,NA,BM/OV,8567,12,1
114,10060,R027,CR0093,NA,BM/OV,5,14/05/2018,2018,08:20:00,8.9,2,15.2,31.66650829,NA,MD/RB,6755,MY/VO,8888,12,0
113,10060,R027,CR0093,NA,BM/OV,10,19/05/2018,2018,07:20:00,19.1,2,15.1,37.16611373,NA,MD/RB,6755,MY/VO,8888,12,1
116,10060,R027,CR0093,NA,BM/OV,12,21/05/2018,2018,11:13:00,23.6,1,19.9,38.84613975,NA,MD/RB,6755,MY/VO,8888,12,1
117,10061,R026,CR0094,NA,BM/OV,2,11/05/2018,2018,08:32:00,1.7,3,13.9,22.6,NA,NA,NA,BM/OV,8567,2,1
118,10062,R026,CR0095,NA,BM/OV,2,11/05/2018,2018,08:32:00,1.9,4,14,20.9,NA,NA,NA,BM/OV,8567,2,1
119,10063,R026,CR0096,NA,BM/OV,2,11/05/2018,2018,08:32:00,3,5,14,21.3,NA,NA,NA,BM/OV,8567,5,1
120,10063,R026,CR0096,NA,BM/OV,5,14/05/2018,2018,08:05:00,4.6,2,15.1,30.58218925,NA,NA,NA,BM/OV,8567,5,0
124,10064,R027,CR0097,MD/RB,MY/VO,2,11/05/2018,2018,08:52:00,3.3,1,14.1,28.8,R026,MD/RB,6755,MY/VO,8888,12,1
121,10064,R026,CR0097,MD/RB,MY/VO,5,14/05/2018,2018,08:05:00,5.7,1,15.1,31.58365971,NA,NA,NA,BM/OV,8567,12,1
122,10064,R026,CR0097,MD/RB,MY/VO,10,19/05/2018,2018,07:30:00,13.5,1,15.4,37.16728381,NA,NA,NA,BM/OV,8567,12,0
123,10064,R026,CR0097,MD/RB,MY/VO,12,21/05/2018,2018,11:37:00,18.6,1,20.9,40.55722108,NA,NA,NA,BM/OV,8567,12,1
126,10065,R027,CR0098,MD/RB,MY/VO,2,11/05/2018,2018,08:52:00,3.6,2,14.1,27.3,R026,MD/RB,6755,MY/VO,8888,5,1
125,10065,R026,CR0098,MD/RB,MY/VO,5,14/05/2018,2018,08:05:00,6.3,3,15.1,29.72448,NA,NA,NA,BM/OV,8567,5,1
128,10067,R033,CR0100,MN/YB,MC/OO,2,15/05/2018,2018,08:54:00,3.3,1,12.4,21.4,R034,MN/YB,9377,MC/OO,5466,12,1
130,10067,R034,CR0100,MN/YB,MC/OO,5,18/05/2018,2018,08:27:00,6.4,3,10.8,28.21037222,NA,MN/YB,9377,MC/OO,5466,12,1
129,10067,R034,CR0100,MN/YB,MC/OO,10,23/05/2018,2018,09:09:00,18.7,3,14.7,34.98136201,NA,MN/YB,9377,MC/OO,5466,12,1
127,10067,R034,CR0100,MN/YB,MC/OO,12,25/05/2018,2018,09:30:00,20.2,1,18.1,39.94269251,NA,MN/YB,9377,MC/OO,5466,12,0
134,10068,R033,CR0101,MN/YB,MC/OO,2,15/05/2018,2018,08:54:00,2,2,12.4,21.5,R034,MN/YB,9377,MC/OO,5466,12,1
131,10068,R034,CR0101,MN/YB,MC/OO,5,18/05/2018,2018,08:27:00,5.6,2,10.8,28.32173318,NA,MN/YB,9377,MC/OO,5466,12,1
132,10068,R034,CR0101,MN/YB,MC/OO,10,23/05/2018,2018,09:09:00,12.9,1,14.7,35.04450067,NA,MN/YB,9377,MC/OO,5466,12,1
133,10068,R034,CR0101,MN/YB,MC/OO,12,25/05/2018,2018,09:30:00,14.9,2,18.1,36.1125928,NA,MN/YB,9377,MC/OO,5466,12,1
135,10069,R033,CR0102,MN/YB,MC/OO,2,15/05/2018,2018,08:54:00,2,3,12.4,22.4,R034,MN/YB,9377,MC/OO,5466,2,1
138,10070,R034,CR0103,CR/YM,BC/MB,2,15/05/2018,2018,08:37:00,4.8,1,11.8,29.6,R033,MN/YB,9377,MC/OO,5466,12,1
137,10070,R033,CR0103,CR/YM,BC/MB,5,18/05/2018,2018,08:12:00,7.8,2,10.6,30.24364549,NA,MN/YB,9377,MC/OO,5466,12,0
136,10070,R033,CR0103,CR/YM,BC/MB,10,23/05/2018,2018,08:51:00,12.4,2,15.2,36.57331126,NA,MN/YB,9377,MC/OO,5466,12,1
139,10070,R033,CR0103,CR/YM,BC/MB,12,25/05/2018,2018,09:02:00,18.9,2,16.5,37.2,NA,MN/YB,9377,MC/OO,5466,12,1
143,10071,R034,CR0104,CR/YM,BC/MB,2,15/05/2018,2018,08:37:00,4,2,11.8,28.4,R033,MN/YB,9377,MC/OO,5466,12,1
142,10071,R033,CR0104,CR/YM,BC/MB,5,18/05/2018,2018,08:12:00,6.6,1,10.5,29.6301654,NA,MN/YB,9377,MC/OO,5466,12,1
140,10071,R033,CR0104,CR/YM,BC/MB,10,23/05/2018,2018,08:51:00,11.6,1,15.2,36.74471697,NA,MN/YB,9377,MC/OO,5466,12,1
141,10071,R033,CR0104,CR/YM,BC/MB,12,25/05/2018,2018,09:02:00,12,1,16.3,38.32827531,NA,MN/YB,9377,MC/OO,5466,12,1
145,10072,R034,CR0105,CR/YM,BC/MB,2,15/05/2018,2018,08:37:00,4.1,3,11.9,28.5,R033,MN/YB,9377,MC/OO,5466,12,1
144,10072,R033,CR0105,CR/YM,BC/MB,5,18/05/2018,2018,08:12:00,6,3,10.5,29.53235518,NA,MN/YB,9377,MC/OO,5466,12,1
147,10072,R033,CR0105,CR/YM,BC/MB,10,23/05/2018,2018,08:51:00,10.3,3,15.1,35.14516161,NA,MN/YB,9377,MC/OO,5466,12,1
146,10072,R033,CR0105,CR/YM,BC/MB,12,25/05/2018,2018,09:02:00,11.4,3,16.6,35.9937726,NA,MN/YB,9377,MC/OO,5466,12,1
151,10073,R034,CR0106,CR/YM,BC/MB,2,15/05/2018,2018,08:37:00,2.2,4,11.9,27,NA,MN/YB,9377,MC/OO,5466,12,1
150,10073,R034,CR0106,CR/YM,BC/MB,5,18/05/2018,2018,08:27:00,6.8,1,10.8,30.8,NA,MN/YB,9377,MC/OO,5466,12,0
149,10073,R034,CR0106,CR/YM,BC/MB,10,23/05/2018,2018,09:09:00,16,2,14.7,36.07199207,NA,MN/YB,9377,MC/OO,5466,12,1
148,10073,R034,CR0106,CR/YM,BC/MB,12,25/05/2018,2018,09:30:00,17.4,4,18.2,35.7106615,NA,MN/YB,9377,MC/OO,5466,12,1
154,10074,R034,CR0107,CR/YM,BC/MB,2,15/05/2018,2018,08:37:00,2.2,5,12.1,26.5,NA,MN/YB,9377,MC/OO,5466,12,1
153,10074,R034,CR0107,CR/YM,BC/MB,5,18/05/2018,2018,08:27:00,6.3,4,10.9,25.65316254,NA,MN/YB,9377,MC/OO,5466,12,1
152,10074,R034,CR0107,CR/YM,BC/MB,10,23/05/2018,2018,09:09:00,15.6,4,14.7,33.43674671,NA,MN/YB,9377,MC/OO,5466,12,0
155,10074,R034,CR0107,CR/YM,BC/MB,12,25/05/2018,2018,09:30:00,17.7,3,18.1,38.22780632,NA,MN/YB,9377,MC/OO,5466,12,1
158,10075,R037,CR0108,OM/WB,WO/MY,2,16/05/2018,2018,08:38:00,3.8,1,10.2,24.8,R040,OM/WB,6643,WO/MY,9182,10,1
156,10075,R037,CR0108,OM/WB,WO/MY,5,19/05/2018,2018,10:15:00,9.6,2,15.5,32.6,NA,OM/WB,6643,WO/MY,9182,10,1
157,10075,R040,CR0108,OM/WB,WO/MY,10,24/05/2018,2018,11:01:00,17.7,1,17.6,37.42919547,NA,OM/WB,6643,WO/MY,9182,10,1
160,10076,R037,CR0109,OM/WB,WO/MY,2,16/05/2018,2018,08:38:00,2.7,2,10.2,20.1,R040,OM/WB,6643,WO/MY,9182,10,1
161,10076,R037,CR0109,OM/WB,WO/MY,5,19/05/2018,2018,10:15:00,8.4,1,15.5,31.5783304,NA,OM/WB,6643,WO/MY,9182,10,1
159,10076,R040,CR0109,OM/WB,WO/MY,10,24/05/2018,2018,11:01:00,18,3,17.7,36.9976781,NA,OM/WB,6643,WO/MY,9182,10,1
163,10077,R040,CR0110,BM/RB,NN/MD,2,16/05/2018,2018,09:02:00,3.8,1,11.7,26.4,R037,OM/WB,6643,WO/MY,9182,12,1
165,10077,R040,CR0110,BM/RB,NN/MD,5,19/05/2018,2018,10:40:00,6.1,2,18.7,34.44936661,NA,OM/WB,6643,WO/MY,9182,12,1
164,10077,R037,CR0110,OM/WB,WO/MY,10,24/05/2018,2018,08:34:00,20.9,1,16.6,38.13752852,NA,OM/WB,6643,WO/MY,9182,12,1
162,10077,R037,CR0110,OM/WB,WO/MY,12,26/05/2018,2018,10:50:00,23.2,2,19.5,39.64503566,NA,OM/WB,6643,WO/MY,9182,12,1
169,10078,R040,CR0111,BM/RB,NN/MD,2,16/05/2018,2018,09:02:00,2.7,2,11.8,24.1,R037,OM/WB,6643,WO/MY,9182,12,1
168,10078,R040,CR0111,BM/RB,NN/MD,5,19/05/2018,2018,10:40:00,6.6,3,18.8,33.91264893,NA,OM/WB,6643,WO/MY,9182,12,1
167,10078,R037,CR0111,OM/WB,WO/MY,10,24/05/2018,2018,08:34:00,21.2,2,16.2,37.58176095,NA,OM/WB,6643,WO/MY,9182,12,1
166,10078,R037,CR0111,OM/WB,WO/MY,12,26/05/2018,2018,10:50:00,26.5,1,19.5,39.86949905,NA,OM/WB,6643,WO/MY,9182,12,1
171,10079,R040,CR0112,BM/RB,NN/MD,2,16/05/2018,2018,09:02:00,4.4,3,11.9,26.1,NA,OM/WB,6643,WO/MY,9182,10,1
170,10079,R040,CR0112,BM/RB,NN/MD,5,19/05/2018,2018,10:40:00,12.2,1,18.7,35.24944357,NA,OM/WB,6643,WO/MY,9182,10,1
172,10079,R040,CR0112,BM/RB,NN/MD,10,24/05/2018,2018,11:01:00,22.4,2,17.7,39.40551714,NA,OM/WB,6643,WO/MY,9182,10,1
175,10080,R039,CR0113,NR/MY,MC/OO,2,17/05/2018,2018,08:11:00,3.1,1,10.5,25.4,R042,NR/MY,9214,MC/OO,5466,12,0
176,10080,R042,CR0113,DW/NM,NA,5,20/05/2018,2018,08:19:00,6.9,2,13,31.68223148,NA,DW/NM,9813,NA,NA,12,1
173,10080,R042,CR0113,DW/NM,NA,10,25/05/2018,2018,08:45:00,15.8,1,14.8,36.66968037,NA,DW/NM,9813,NA,NA,12,0
174,10080,R042,CR0113,DW/NM,NA,12,27/05/2018,2018,08:33:00,20,2,16.8,39.91326518,NA,DW/NM,9813,NA,NA,12,0
178,10081,R039,CR0114,NR/MY,MC/OO,2,17/05/2018,2018,08:11:00,2,2,10.5,22.1,R042,NR/MY,9214,MC/OO,5466,12,1
179,10081,R042,CR0114,DW/NM,NA,5,20/05/2018,2018,08:19:00,5.8,1,12.9,33.23337725,NA,DW/NM,9813,NA,NA,12,1
180,10081,R042,CR0114,DW/NM,NA,10,25/05/2018,2018,08:45:00,11.1,2,14.8,35.29804758,NA,DW/NM,9813,NA,NA,12,1
177,10081,R042,CR0114,DW/NM,NA,12,27/05/2018,2018,08:33:00,15.3,1,16.8,39.64295096,NA,DW/NM,9813,NA,NA,12,1
183,10082,R039,CR0115,NR/MY,MC/OO,2,17/05/2018,2018,08:11:00,2.8,3,10.5,22.1,R042,NR/MY,9214,MC/OO,5466,12,1
184,10082,R042,CR0115,DW/NM,NA,5,20/05/2018,2018,08:19:00,6.6,3,13,30.60931864,NA,DW/NM,9813,NA,NA,12,1
181,10082,R042,CR0115,DW/NM,NA,10,25/05/2018,2018,08:45:00,14.5,3,14.8,35.53067537,NA,DW/NM,9813,NA,NA,12,1
182,10082,R042,CR0115,DW/NM,NA,12,27/05/2018,2018,08:33:00,18.2,3,16.9,40.20784894,NA,DW/NM,9813,NA,NA,12,1
186,10083,R039,CR0116,NR/MY,MC/OO,2,17/05/2018,2018,08:11:00,3.2,4,10.5,20.9,NA,NR/MY,9214,MC/OO,5466,10,0
187,10083,R039,CR0116,NR/MY,MC/OO,5,20/05/2018,2018,08:03:00,3.7,4,12.8,26.90598627,NA,NR/MY,9214,MC/OO,5466,10,1
185,10083,R039,CR0116,NR/MY,MC/OO,10,25/05/2018,2018,07:47:00,7.5,2,15.8,32.64312196,NA,NR/MY,9214,MC/OO,5466,10,1
191,10084,R042,CR0117,DW/NM,NA,2,17/05/2018,2018,07:48:00,2.9,1,10.4,25.3,R043,DW/NM,9813,NA,NA,12,1
188,10084,R043,CR0117,ON/MY,RV/MY,5,20/05/2018,2018,08:38:00,8.4,3,13.4,29.50010406,NA,ON/MY,9254,RV/MY,9240,12,1
190,10084,R043,CR0117,ON/MY,RV/MY,10,25/05/2018,2018,08:12:00,15.6,1,14.5,36.57932837,NA,ON/MY,9254,RV/MY,9240,12,1
189,10084,R043,CR0117,ON/MY,RV/MY,12,27/05/2018,2018,09:28:00,17,1,16.9,38.6,NA,ON/MY,9254,RV/MY,9240,12,1
193,10085,R042,CR0118,DW/NM,NA,2,17/05/2018,2018,07:48:00,3.3,2,10.4,26.3,R043,DW/NM,9813,NA,NA,12,0
192,10085,R043,CR0118,ON/MY,RV/MY,5,20/05/2018,2018,08:38:00,7.8,1,13.4,31.78898774,NA,ON/MY,9254,RV/MY,9240,12,0
194,10085,R043,CR0118,ON/MY,RV/MY,10,25/05/2018,2018,08:12:00,13.5,3,14.5,34.78104462,NA,ON/MY,9254,RV/MY,9240,12,1
195,10085,R043,CR0118,ON/MY,RV/MY,12,27/05/2018,2018,09:28:00,15.5,2,16.9,34.98855878,NA,ON/MY,9254,RV/MY,9240,12,1
196,10086,R042,CR0119,DW/NM,NA,2,17/05/2018,2018,07:48:00,3.3,3,10.4,25.9,R043,DW/NM,9813,NA,NA,12,1
197,10086,R043,CR0119,ON/MY,RV/MY,5,20/05/2018,2018,08:38:00,8.7,2,13.4,29.291915,NA,ON/MY,9254,RV/MY,9240,12,0
199,10086,R043,CR0119,ON/MY,RV/MY,10,25/05/2018,2018,08:12:00,14.2,2,14.5,35.73003538,NA,ON/MY,9254,RV/MY,9240,12,1
198,10086,R043,CR0119,ON/MY,RV/MY,12,27/05/2018,2018,09:28:00,17,3,16.9,40.60392838,NA,ON/MY,9254,RV/MY,9240,12,1
202,10087,R043,CR0120,ON/MY,RV/MY,2,17/05/2018,2018,07:58:00,5.7,1,10.5,28.7,R039,ON/MY,9254,RV/MY,9240,12,1
203,10087,R039,CR0120,NR/MY,MC/OO,5,20/05/2018,2018,08:03:00,9.9,1,12.8,36.41525134,NA,NR/MY,9214,MC/OO,5466,12,1
201,10087,R039,CR0120,NR/MY,MC/OO,10,25/05/2018,2018,07:47:00,20,1,15.9,37.38426937,NA,NR/MY,9214,MC/OO,5466,12,1
200,10087,R039,CR0120,NR/MY,MC/OO,12,27/05/2018,2018,07:51:00,22.4,1,16.8,40.03642796,NA,NR/MY,9214,MC/OO,5466,12,1
207,10088,R043,CR0121,ON/MY,RV/MY,2,17/05/2018,2018,07:58:00,5.5,2,10.5,27.9,R039,ON/MY,9254,RV/MY,9240,12,1
