Offspring,Dam,Sire,Cohort
1961,371,4304,2004
1962,371,145,2004
1963,NA,NA,2004
1964,NA,NA,2004
1965,309,251,2004
1966,309,251,2004
1967,309,251,2004
1968,122,370,2004
1969,122,132,2004
1970,122,132,2004
1971,122,NA,2004
1972,988,145,2004
1973,988,145,2004
1974,988,285,2004
1975,857,4247,2004
1976,857,4247,2004
1977,NA,NA,2004
1978,NA,NA,2004
1979,NA,NA,2004
1980,NA,NA,2004
1981,NA,NA,2004
1982,NA,NA,2004
1983,32,4229,2004
1984,32,4503,2004
1985,NA,NA,2004
1986,4497,4265,2004
1987,NA,NA,2004
1988,NA,NA,2004
1989,960,650,2004
1990,960,650,2004
1991,960,650,2004
1992,NA,NA,2004
1993,955,591,2004
1994,955,591,2004
1995,955,591,2004
1996,NA,NA,2004
1997,NA,NA,2004
1998,NA,NA,2004
2019,NA,NA,2004
2020,4376,383,2004
2021,NA,NA,2004
2022,NA,NA,2004
3052,622,4503,2004
3054,622,4503,2004
3055,750,974,2004
3056,4392,505,2004
3057,885,115,2004
3058,4382,494,2004
3059,540,537,2004
4378,NA,NA,2004
4380,704,902,2004
4381,NA,NA,2004
4394,NA,NA,2004
4395,419,537,2004
4396,NA,NA,2004
2023,985,818,2005
2024,NA,NA,2005
2025,1069,1935,2005
2026,1069,1935,2005
2027,1069,1935,2005
2028,1069,1935,2005
2029,988,285,2005
2030,988,145,2005
2031,NA,NA,2005
2032,988,145,2005
2033,988,145,2005
2034,NA,NA,2005
2035,NA,NA,2005
2036,NA,NA,2005
2037,604,4304,2005
2038,604,902,2005
2039,560,4230,2005
2040,892,4435,2005
2041,892,4435,2005
2042,892,466,2005
2043,NA,NA,2005
2044,NA,NA,2005
2045,NA,NA,2005
2046,2009,1520,2005
2047,NA,NA,2005
2048,NA,NA,2005
2049,206,2018,2005
2050,206,2018,2005
2051,206,2018,2005
2052,NA,NA,2005
2053,533,417,2005
2054,533,965,2005
2055,533,417,2005
2056,533,417,2005
2057,NA,NA,2005
2058,NA,NA,2005
2059,1718,1738,2005
2060,1718,1738,2005
2061,1718,818,2005
2062,1048,456,2005
2063,NA,NA,2005
2064,NA,NA,2005
2065,NA,NA,2005
2066,NA,NA,2005
2067,560,4230,2005
2068,560,4230,2005
2069,560,4230,2005
2070,560,4230,2005
2071,560,4230,2005
2072,4424,356,2005
2073,4424,356,2005
2074,4424,4230,2005
2075,649,460,2005
2076,649,460,2005
2077,NA,NA,2005
2078,NA,NA,2005
2079,NA,NA,2005
2080,416,4418,2005
2081,416,4418,2005
2082,416,4418,2005
2083,416,4418,2005
2084,604,4304,2005
2085,604,4304,2005
2086,604,4304,2005
2087,604,4304,2005
2088,604,4304,2005
2089,521,1038,2005
2090,521,1038,2005
2091,521,1038,2005
2092,521,1038,2005
2093,NA,NA,2005
2094,NA,NA,2005
2095,NA,NA,2005
2096,NA,NA,2005
2097,NA,NA,2005
2098,471,661,2005
2099,471,661,2005
2100,471,661,2005
2101,NA,NA,2005
2102,NA,NA,2005
2103,427,145,2005
2104,427,22,2005
2105,427,22,2005
2106,427,22,2005
2107,427,22,2005
2108,NA,NA,2005
2109,917,457,2005
2110,917,457,2005
2111,917,457,2005
2112,NA,NA,2005
2113,438,11,2005
2114,438,11,2005
2115,438,11,2005
2116,438,11,2005
2117,438,11,2005
2118,NA,NA,2005
2119,NA,NA,2005
2120,NA,NA,2005
2121,NA,NA,2005
2122,NA,NA,2005
2123,NA,NA,2005
2124,NA,NA,2005
2125,NA,NA,2005
2126,342,421,2005
2127,342,421,2005
2128,342,421,2005
2129,342,421,2005
2130,NA,NA,2005
2131,586,285,2005
2132,586,285,2005
2133,586,285,2005
2134,586,285,2005
2135,NA,NA,2005
2136,524,2018,2005
2137,524,2018,2005
2138,524,2018,2005
2139,524,2018,2005
2140,4290,4304,2005
2141,4290,4275,2005
2142,4290,4275,2005
2143,4290,4275,2005
2144,442,457,2005
2145,442,457,2005
2146,NA,NA,2005
2147,NA,NA,2005
2148,819,602,2005
2149,819,602,2005
2150,819,602,2005
2151,819,602,2005
2152,819,602,2005
2153,431,356,2005
2154,431,356,2005
2155,431,285,2005
2156,NA,NA,2005
2157,903,354,2005
2158,903,354,2005
2159,903,354,2005
2160,NA,NA,2005
2161,NA,NA,2005
2162,309,993,2005
2163,309,993,2005
2164,309,993,2005
2165,NA,NA,2005
2166,353,725,2005
2167,353,114,2005
2168,353,725,2005
2169,353,725,2005
2170,985,1500,2005
2171,985,409,2005
2172,985,409,2005
2173,985,409,2005
2174,985,409,2005
2175,76,287,2005
2176,76,287,2005
2177,76,287,2005
2178,76,287,2005
2179,76,287,2005
2180,988,145,2005
2181,988,285,2005
2182,988,145,2005
2183,988,145,2005
2184,988,145,2005
2185,960,650,2005
2186,960,650,2005
2187,960,650,2005
2188,960,650,2005
2189,960,650,2005
2190,4273,4153,2005
2191,4273,4153,2005
2192,4273,1930,2005
2193,4273,251,2005
2194,4273,251,2005
2195,540,1053,2005
2196,540,1053,2005
2197,540,1053,2005
2198,540,1053,2005
2199,540,1053,2005
2200,646,500,2005
2201,646,500,2005
2202,646,500,2005
2203,646,1838,2005
2204,646,590,2005
2205,346,1956,2005
2206,346,1956,2005
2207,346,1956,2005
2208,346,1956,2005
2209,NA,NA,2005
2210,45,166,2005
2211,45,166,2005
2212,45,166,2005
2213,45,166,2005
2214,45,166,2005
2215,592,418,2005
2216,592,418,2005
2217,592,418,2005
2218,592,418,2005
2219,1589,393,2005
2220,1589,393,2005
2221,NA,NA,2005
2222,1589,393,2005
2223,1589,393,2005
2224,1589,393,2005
2225,338,466,2005
2226,338,466,2005
2227,338,466,2005
2228,338,466,2005
2229,338,466,2005
2230,NA,NA,2005
2231,4391,4388,2005
2232,4391,4265,2005
2233,4391,4265,2005
2234,4391,4421,2005
2235,4391,4265,2005
2236,892,4435,2005
2237,892,4435,2005
2238,892,4435,2005
2239,892,4435,2005
2240,NA,NA,2005
2241,556,1833,2005
2242,556,251,2005
2243,556,23,2005
2244,556,23,2005
2245,556,23,2005
2246,1054,823,2005
2247,1054,823,2005
2248,1054,823,2005
2249,1054,823,2005
2250,1446,1898,2005
2251,1446,1898,2005
2252,NA,4423,2005
2253,1446,4423,2005
2254,605,1227,2005
2255,605,1227,2005
2256,605,1227,2005
2257,605,1227,2005
2258,605,1227,2005
2259,1318,1192,2005
2260,1318,1192,2005
2261,1318,1192,2005
2262,1318,1192,2005
2263,419,765,2005
2264,419,537,2005
2265,419,765,2005
2266,NA,NA,2005
2267,784,1095,2005
2268,784,1095,2005
2269,784,505,2005
2270,784,1095,2005
2271,NA,NA,2005
2272,963,505,2005
2273,963,505,2005
2274,963,505,2005
2275,963,505,2005
2276,1069,1935,2005
2277,1069,1935,2005
2278,1069,1935,2005
2279,1069,1935,2005
2280,1069,1935,2005
2281,NA,NA,2005
2282,NA,NA,2005
2283,NA,NA,2005
2284,832,1464,2005
2285,1047,1226,2005
2286,1047,1226,2005
2287,1047,1226,2005
2288,NA,NA,2005
2289,1047,1226,2005
2290,512,765,2005
2291,512,765,2005
2292,512,765,2005
2293,NA,NA,2005
2294,542,251,2005
2295,542,251,2005
2296,542,251,2005
2297,NA,NA,2005
2298,NA,NA,2005
2299,927,1717,2005
2300,927,1717,2005
2301,927,1717,2005
2302,NA,NA,2005
2303,NA,NA,2005
2304,NA,NA,2005
2305,1100,959,2005
2306,1100,959,2005
2307,1100,959,2005
2308,1100,959,2005
2309,1100,959,2005
2310,1827,1353,2005
2311,1827,1353,2005
2312,1827,1353,2005
2313,1827,1353,2005
2314,1827,725,2005
2315,571,974,2005
2316,571,974,2005
2317,571,974,2005
2318,1228,115,2005
2319,1228,494,2005
2320,1228,494,2005
2321,NA,NA,2005
2322,857,725,2005
2323,857,725,2005
2324,857,1569,2005
2325,857,1569,2005
2326,857,1569,2005
2327,1907,46,2005
2328,1907,46,2005
2329,1907,504,2005
2330,1907,504,2005
2331,1739,46,2005
2332,1739,46,2005
2333,1739,504,2005
2334,1739,46,2005
2335,929,115,2005
2336,929,115,2005
2337,929,115,2005
2338,929,115,2005
2339,929,115,2005
2340,929,115,2005
2341,2004,418,2005
2342,2004,823,2005
2343,2004,962,2005
2344,2004,962,2005
2345,256,417,2005
2346,256,1448,2005
2347,256,1448,2005
2348,860,114,2005
2349,860,1568,2005
2350,860,114,2005
2351,860,114,2005
2352,1544,504,2005
2353,1544,504,2005
2354,1544,504,2005
2355,1544,504,2005
2356,122,166,2005
2357,122,1448,2005
2358,122,1448,2005
2359,122,1448,2005
2360,206,2018,2005
2361,206,4229,2005
2362,206,2018,2005
2363,206,2018,2005
2364,206,2018,2005
2365,1386,591,2005
2366,1386,591,2005
2367,1386,591,2005
2368,1386,591,2005
2369,569,1717,2005
2370,569,1717,2005
2371,569,1717,2005
2372,NA,NA,2005
2373,1048,356,2005
2374,1048,356,2005
2375,NA,NA,2005
2376,NA,NA,2005
2377,NA,NA,2005
2378,649,460,2005
2379,649,460,2005
2380,649,460,2005
2381,649,460,2005
2382,NA,NA,2005
2383,560,4230,2005
2384,560,4230,2005
2385,560,4230,2005
2386,NA,NA,2005
2387,1507,145,2005
2388,1507,1500,2005
2389,1507,1500,2005
2390,1507,1500,2005
2391,416,4418,2005
2392,416,4413,2005
2393,416,4418,2005
2394,521,1038,2005
2395,521,1038,2005
2396,521,1038,2005
2397,521,4230,2005
2398,521,1353,2005
2399,913,818,2005
2400,NA,NA,2005
2401,NA,NA,2005
2402,NA,NA,2005
2403,604,4304,2005
2404,604,4304,2005
2405,604,4304,2005
2406,604,4304,2005
2407,604,4304,2005
2408,471,661,2005
2409,471,661,2005
2410,471,661,2005
2411,471,661,2005
2412,NA,NA,2005
2413,NA,NA,2005
2414,1718,1738,2005
2415,1718,1738,2005
2416,1718,4275,2005
2417,1718,1738,2005
2418,1718,1569,2005
2419,2007,2012,2005
2420,2007,2012,2005
2421,2007,2012,2005
2422,2007,2012,2005
2423,1558,902,2005
2424,1558,4304,2005
2425,1558,902,2005
2426,1558,902,2005
2427,NA,NA,2005
2428,NA,NA,2005
2429,NA,NA,2005
2430,NA,NA,2005
2431,NA,NA,2005
2432,NA,NA,2005
2433,NA,NA,2005
2434,4425,962,2005
2435,4425,962,2005
2436,4425,962,2005
2437,524,2018,2005
2438,524,2018,2005
2439,524,2018,2005
2440,524,822,2005
2441,338,466,2005
2442,338,466,2005
2443,338,466,2005
2444,338,466,2005
2445,338,466,2005
2446,4424,537,2005
2447,4424,4304,2005
2448,4424,537,2005
2449,4424,4304,2005
2450,4424,645,2005
2451,533,417,2005
2452,533,417,2005
2453,533,417,2005
2454,533,417,2005
2455,533,417,2005
2456,1589,393,2005
2457,1589,393,2005
2458,1589,393,2005
2459,1589,393,2005
2460,NA,NA,2005
2461,832,1464,2005
2462,832,1464,2005
2463,832,1464,2005
2464,832,1464,2005
2465,832,1464,2005
2466,586,393,2005
2467,586,285,2005
2468,586,984,2005
2469,586,1513,2005
2470,586,285,2005
2471,1514,4265,2005
2472,1514,4265,2005
2473,1514,1929,2005
2474,NA,NA,2005
2475,1940,1970,2005
2476,1940,1970,2005
2477,1940,NA,2005
2478,NA,NA,2005
2479,1100,959,2005
2480,1100,959,2005
2481,1100,959,2005
2482,1100,959,2005
2483,1228,115,2005
2484,NA,NA,2005
2485,1228,115,2005
2486,NA,NA,2005
2487,442,457,2005
2488,442,457,2005
2489,442,457,2005
2490,442,457,2005
2491,442,457,2005
2492,985,409,2005
2493,985,409,2005
2494,985,11,2005
2495,784,1095,2005
2496,784,1095,2005
2497,784,1095,2005
2498,784,1095,2005
2499,784,1095,2005
2500,569,1717,2005
2501,569,417,2005
2502,569,417,2005
2503,569,1717,2005
2504,NA,NA,2005
2505,512,765,2005
2506,512,765,2005
2507,512,765,2005
2508,512,765,2005
2509,2004,823,2005
2510,2004,962,2005
2511,2004,823,2005
2512,NA,NA,2005
2513,892,4435,2005
2514,892,4435,2005
2515,892,4435,2005
2516,892,4435,2005
2517,892,4435,2005
2518,NA,NA,2005
2519,980,4421,2005
2520,2014,1697,2005
2521,980,4421,2005
2522,NA,NA,2005
2523,1739,46,2005
2524,1739,46,2005
2525,NA,NA,2005
2526,512,44,2005
2527,1364,504,2005
2528,1364,494,2005
2529,1364,504,2005
2530,1364,504,2005
2531,NA,NA,2005
2532,542,251,2005
2533,542,251,2005
2534,542,251,2005
2535,NA,NA,2005
2536,704,1438,2005
2537,704,1438,2005
2538,704,NA,2005
2539,704,1438,2005
2540,NA,NA,2005
2541,929,500,2005
2542,929,500,2005
2543,929,500,2005
2544,929,500,2005
2545,NA,NA,2005
2546,929,725,2005
2547,622,1954,2005
2548,622,1954,2005
2549,622,1954,2005
2550,1907,504,2005
2551,1907,504,2005
2552,NA,NA,2005
2553,1907,46,2005
2554,342,421,2005
2555,342,421,2005
2556,342,421,2005
2557,342,421,2005
2558,342,421,2005
2559,309,251,2005
2560,309,993,2005
2561,309,993,2005
2562,309,993,2005
2563,NA,NA,2005
2564,2014,1906,2005
2565,2014,1906,2005
2566,2014,1906,2005
2567,2014,1906,2005
2568,2014,1906,2005
2569,988,285,2005
2570,988,287,2005
2571,988,145,2005
2572,988,145,2005
2573,427,22,2005
2574,427,22,2005
2575,427,22,2005
2576,427,22,2005
2577,427,448,2005
2578,819,602,2005
2579,819,602,2005
2580,819,602,2005
2581,819,602,2005
2582,819,602,2005
2583,857,1569,2005
2584,857,725,2005
2585,857,725,2005
2586,857,1569,2005
2587,857,1569,2005
2588,4391,4265,2005
2589,4391,4265,2005
2590,4391,4265,2005
2591,4391,4265,2005
2592,4391,4265,2005
2593,431,602,2005
2594,431,356,2005
2595,431,356,2005
2596,431,602,2005
2597,431,356,2005
2598,4290,4275,2005
2599,4290,4275,2005
2600,4290,4275,2005
2601,4290,4275,2005
2602,NA,NA,2005
2603,903,354,2005
2604,903,354,2005
2605,903,354,2005
2606,903,354,2005
2608,917,457,2005
2609,917,4463,2005
2610,917,457,2005
2611,NA,NA,2005
2612,NA,NA,2005
2613,556,23,2005
2614,556,23,2005
2615,556,23,2005
2616,556,23,2005
2617,556,23,2005
2618,4273,4153,2005
2619,4273,4153,2005
2620,4273,4153,2005
2621,4273,4153,2005
2622,4273,4153,2005
2623,4273,4153,2005
2624,913,818,2005
2625,913,818,2005
2626,913,818,2005
2627,913,818,2005
2628,913,818,2005
2629,NA,NA,2005
2630,NA,NA,2005
2631,1446,4423,2005
2632,NA,4423,2005
2633,1446,4423,2005
2634,NA,NA,2005
2635,45,166,2005
2636,45,166,2005
2637,45,166,2005
2638,45,NA,2005
2639,45,166,2005
2640,NA,NA,2005
2641,NA,NA,2005
2642,NA,NA,2005
2643,NA,NA,2005
2644,605,1227,2005
2645,76,NA,2005
2646,76,287,2005
2647,76,287,2005
2648,76,287,2005
2649,76,287,2005
2650,353,725,2005
2651,353,725,2005
2652,353,725,2005
2653,353,725,2005
2654,353,725,2005
2655,353,725,2005
2656,540,1053,2005
2657,540,1053,2005
2658,540,1053,2005
2659,540,1053,2005
2660,540,1053,2005
2661,256,418,2005
2662,256,650,2005
2663,256,650,2005
2664,256,650,2005
2665,256,650,2005
2666,1318,1192,2005
2667,1318,1095,2005
2668,1318,1192,2005
2669,NA,NA,2005
2670,1827,114,2005
2671,1827,1353,2005
2672,1827,1353,2005
2673,1827,1353,2005
2674,1827,1353,2005
2675,646,1226,2005
2676,646,1226,2005
2677,646,1226,2005
2678,646,1226,2005
2679,NA,NA,2005
2680,927,1717,2005
2681,927,1717,2005
2682,927,1717,2005
2683,927,1717,2005
2684,927,1717,2005
2685,1069,1935,2005
2686,1069,1935,2005
2687,1069,1935,2005
2688,NA,NA,2005
2689,NA,NA,2005
2690,NA,NA,2005
2691,649,460,2005
2692,649,460,2005
2693,649,460,2005
2694,649,460,2005
2695,NA,NA,2005
2696,206,2018,2005
2697,NA,NA,2005
2698,NA,NA,2005
2699,NA,NA,2005
2700,NA,NA,2005
2701,206,2018,2005
2702,122,166,2005
2703,122,1448,2005
2704,122,1448,2005
2705,122,1448,2005
2706,122,1448,2005
2707,1940,1970,2005
2708,1940,4463,2005
2709,1940,1970,2005
2710,1940,4463,2005
2711,1940,1970,2005
2712,1589,393,2005
2713,1589,393,2005
2714,1589,393,2005
2715,1589,393,2005
2716,860,114,2005
2717,860,114,2005
2718,860,537,2005
2719,860,114,2005
2720,1386,591,2005
2721,1386,1053,2005
2722,1386,591,2005
2723,1386,1702,2005
2724,1386,591,2005
2725,442,457,2005
2726,442,457,2005
2727,442,457,2005
2728,442,457,2005
2729,NA,NA,2005
2730,1228,494,2005
2731,1228,115,2005
2732,1228,115,2005
2733,1228,115,2005
2734,NA,NA,2005
2735,416,4418,2005
2736,416,4418,2005
2737,416,1616,2005
2738,416,4230,2005
2739,1599,4390,2005
2740,1599,4390,2005
2741,1599,4390,2005
2742,NA,NA,2005
2743,NA,NA,2005
2744,NA,NA,2005
2745,NA,NA,2005
2746,NA,NA,2005
2747,988,145,2005
2748,988,145,2005
2749,988,145,2005
2750,988,1972,2005
2751,980,4421,2005
2752,980,4421,2005
2753,980,4421,2005
2754,980,4421,2005
2755,592,418,2005
2756,592,418,2005
2757,NA,NA,2005
2758,NA,NA,2005
2759,4425,962,2005
2760,4425,962,2005
2761,4425,962,2005
2762,604,4304,2005
2763,604,4304,2005
2764,604,4304,2005
2765,604,4304,2005
2766,604,1823,2005
2767,819,602,2005
2768,819,11,2005
2769,819,11,2005
2770,NA,NA,2005
2771,917,1833,2005
2772,917,4463,2005
2773,917,4463,2005
2774,NA,NA,2005
2775,NA,NA,2005
2776,NA,NA,2005
2777,1048,591,2005
2778,1048,591,2005
2779,NA,NA,2005
2780,NA,NA,2005
2781,NA,NA,2005
2782,NA,NA,2005
2783,2007,2012,2005
2784,2007,2012,2005
2785,2007,2012,2005
2786,NA,NA,2005
2787,784,1095,2005
2788,784,1095,2005
2789,1558,902,2005
2790,1558,902,2005
2791,1558,4304,2005
2792,1558,1915,2005
2793,586,285,2005
2794,586,285,2005
2795,NA,NA,2005
2796,605,1227,2005
2797,605,1227,2005
2798,605,1227,2005
2799,605,4229,2005
2800,605,1227,2005
2801,471,661,2005
2802,471,661,2005
2803,471,661,2005
2804,NA,NA,2005
2805,NA,NA,2005
2806,560,4230,2005
2807,560,4230,2005
2808,560,4230,2005
2809,560,4230,2005
2810,560,4230,2005
2811,1718,1038,2005
2812,1718,1038,2005
2813,1718,1038,2005
2814,1718,1038,2005
2815,1718,1703,2005
2816,4424,537,2005
2817,4424,285,2005
2818,4424,537,2005
2819,4424,285,2005
2820,4424,537,2005
2821,533,417,2005
2822,533,417,2005
2823,533,417,2005
2824,533,417,2005
2825,533,417,2005
2826,NA,NA,2005
2827,NA,NA,2005
2828,NA,NA,2005
2829,NA,NA,2005
2830,524,2018,2005
2831,338,466,2005
2832,338,466,2005
2833,338,466,2005
2834,338,466,2005
2835,NA,NA,2005
2836,1100,959,2005
2837,1100,959,2005
2838,1100,959,2005
2839,1100,959,2005
2840,1827,1353,2005
2841,1827,1353,2005
2842,1827,1353,2005
2844,2004,823,2005
2845,2004,823,2005
2846,2004,823,2005
2847,2004,823,2005
2848,NA,NA,2005
2849,903,354,2005
2850,903,354,2005
2851,903,354,2005
2852,903,354,2005
2853,903,354,2005
2854,NA,NA,2005
2855,4392,417,2005
2856,4392,505,2005
2857,4392,505,2005
2858,4392,505,2005
2859,4392,505,2005
2860,1907,765,2005
2861,1907,504,2005
2862,NA,NA,2005
2863,NA,NA,2005
2864,206,2018,2005
2865,206,2018,2005
2866,206,2018,2005
2867,206,2018,2005
2868,206,2018,2005
2869,206,2018,2005
2870,45,166,2005
2871,45,166,2005
2872,45,166,2005
2873,45,166,2005
2874,892,4435,2005
2875,892,466,2005
2876,892,4435,2005
2877,892,4435,2005
2878,NA,NA,2005
2879,832,765,2005
2880,832,1464,2005
2881,832,1464,2005
2882,NA,NA,2005
2883,985,602,2005
2884,985,602,2005
2885,985,602,2005
2886,985,602,2005
2887,1514,251,2005
2888,1514,251,2005
2889,NA,NA,2005
2890,750,1898,2005
2891,750,1898,2005
2892,750,1898,2005
2893,750,1898,2005
2894,1386,287,2005
2895,1386,4418,2005
2896,1386,287,2005
2897,NA,NA,2005
2898,860,537,2005
2899,860,46,2005
2900,860,114,2005
2901,860,590,2005
2902,646,114,2005
2903,646,114,2005
2904,646,500,2005
2905,646,500,2005
2906,342,421,2005
2907,342,421,2005
2908,NA,NA,2005
2909,NA,NA,2005
2910,2014,356,2005
2911,2014,356,2005
2912,2014,356,2005
2913,2014,356,2005
2914,309,993,2005
2915,309,993,2005
2916,309,993,2005
2917,NA,NA,2005
2918,4391,4265,2005
2919,4391,4265,2005
2920,4391,4265,2005
2921,4391,4265,2005
2922,4391,4421,2005
2923,4273,4435,2005
2924,4273,4435,2005
2925,4273,4153,2005
2926,4273,4153,2005
2927,542,251,2005
2928,542,251,2005
2929,542,251,2005
2930,542,251,2005
2931,512,765,2005
2932,512,765,2005
2933,512,765,2005
2934,NA,NA,2005
2935,1364,504,2005
2936,1364,504,2005
2937,NA,NA,2005
2938,NA,NA,2005
2939,1739,46,2005
2940,1739,46,2005
2941,1739,46,2005
2942,NA,NA,2005
2943,427,22,2005
2944,427,22,2005
2945,427,22,2005
2946,427,22,2005
2947,857,725,2005
2948,857,1569,2005
2949,857,725,2005
2950,NA,NA,2005
2951,1047,1226,2005
2952,NA,NA,2005
2953,NA,NA,2005
2954,1318,23,2005
2955,1318,23,2005
2956,NA,NA,2005
2957,NA,NA,2005
2958,4290,4304,2005
2959,4290,4275,2005
2960,4290,4275,2005
2961,4290,4275,2005
2962,913,818,2005
2963,913,818,2005
2964,913,818,2005
2965,NA,NA,2005
2966,980,4421,2005
2967,980,4421,2005
2968,980,4421,2005
2969,649,460,2005
2970,649,460,2005
2971,649,460,2005
2972,649,460,2005
2973,784,23,2005
2974,784,1095,2005
2975,784,1095,2005
2976,431,356,2005
2977,NA,NA,2005
2978,NA,NA,2005
2979,540,1053,2005
2980,540,1053,2005
2981,540,1053,2005
2982,540,1053,2005
2983,NA,NA,2005
2984,843,1343,2005
2985,843,1343,2005
2986,843,1343,2005
2987,843,1343,2005
2988,1589,393,2005
2989,1589,393,2005
2990,122,166,2005
2991,122,494,2005
2992,122,494,2005
2993,NA,NA,2005
2994,4382,494,2005
2995,NA,NA,2005
2996,NA,NA,2005
2997,963,505,2005
2998,963,505,2005
2999,963,2012,2005
3000,416,4418,2005
3001,416,145,2005
3002,416,4418,2005
3003,416,4418,2005
3004,586,285,2005
3005,586,285,2005
3006,NA,NA,2005
3007,NA,NA,2005
3008,NA,NA,2005
3009,NA,NA,2005
3010,NA,NA,2005
3011,NA,NA,2005
3012,NA,NA,2005
3013,1069,1935,2005
3014,1069,1935,2005
3015,1069,1935,2005
3016,NA,NA,2005
3017,892,23,2005
3018,NA,NA,2005
3019,892,4435,2005
3020,892,4435,2005
3021,NA,NA,2005
3022,NA,NA,2005
3023,NA,NA,2005
3024,NA,NA,2005
3025,988,285,2005
3026,988,145,2005
3027,988,145,2005
3028,NA,NA,2005
3029,442,457,2005
3030,442,457,2005
3031,442,457,2005
3032,442,457,2005
3033,604,4304,2005
3034,604,4304,2005
3035,604,4304,2005
3036,604,1637,2005
3037,604,4304,2005
3038,571,974,2005
3039,571,650,2005
3040,571,650,2005
3041,571,974,2005
3042,4391,4421,2005
3043,4391,4265,2005
3044,4391,4421,2005
3045,4391,4388,2005
3046,4391,4265,2005
3047,309,993,2005
3048,309,993,2005
3049,309,993,2005
3050,1716,962,2005
3051,NA,NA,2005
3060,622,1954,2005
3061,963,505,2005
3062,963,505,2005
3063,963,505,2005
3064,4392,505,2005
3065,4392,505,2005
3066,571,974,2005
3067,571,974,2005
3068,571,166,2005
3427,353,725,2005
3428,353,725,2005
3429,353,725,2005
3430,1485,1483,2005
3480,1599,1438,2005
3481,885,1226,2005
3482,1446,356,2005
3555,1446,660,2005
3557,1499,962,2005
3558,622,1500,2005
4398,1540,4395,2005
3069,NA,NA,2006
3070,NA,NA,2006
3071,NA,NA,2006
3072,NA,NA,2006
3073,2865,2661,2006
3074,2865,4421,2006
3075,2865,2661,2006
3076,2865,4421,2006
3077,NA,NA,2006
3078,NA,NA,2006
3079,NA,NA,2006
3080,NA,NA,2006
3081,NA,NA,2006
3082,2966,4421,2006
3083,2966,4421,2006
3084,2966,2906,2006
3085,2966,4421,2006
3086,2966,2906,2006
3087,524,4153,2006
3088,524,4153,2006
3089,524,4153,2006
3090,524,4153,2006
3091,45,166,2006
3092,45,166,2006
3093,45,166,2006
3094,45,166,2006
3095,45,166,2006
3096,1940,1192,2006
3097,1940,1192,2006
3098,NA,NA,2006
3099,NA,NA,2006
3100,3051,1192,2006
3101,338,466,2006
3102,338,466,2006
3103,338,466,2006
3104,338,466,2006
3105,338,466,2006
3106,206,4421,2006
3107,206,2018,2006
3108,206,2018,2006
3109,NA,NA,2006
3110,4425,962,2006
3111,4425,962,2006
3112,4425,962,2006
3113,4425,962,2006
3114,NA,NA,2006
3115,892,4435,2006
3116,892,4435,2006
3117,NA,NA,2006
3118,892,4435,2006
3119,892,4435,2006
3120,1054,3052,2006
3121,1054,3052,2006
3122,1054,3052,2006
3123,2349,1448,2006
3124,2349,1448,2006
3125,2349,1448,2006
3126,2349,1448,2006
3127,NA,NA,2006
3128,NA,NA,2006
3129,NA,NA,2006
3130,NA,NA,2006
3131,784,1095,2006
3132,784,823,2006
3133,784,1095,2006
3134,784,1095,2006
3135,NA,NA,2006
3136,353,725,2006
3137,NA,NA,2006
3138,NA,NA,2006
3139,NA,NA,2006
3140,592,418,2006
3141,592,418,2006
3142,592,418,2006
3143,NA,NA,2006
3144,885,1226,2006
3145,885,725,2006
3146,885,725,2006
3147,723,2783,2006
3148,471,661,2006
3149,471,287,2006
3150,471,287,2006
3151,NA,NA,2006
3152,2691,2354,2006
3153,2691,650,2006
3154,2691,2354,2006
3155,2691,650,2006
3156,2004,823,2006
3157,2004,1954,2006
3158,2004,823,2006
3159,2004,823,2006
3160,2004,NA,2006
3161,NA,NA,2006
3162,NA,NA,2006
3163,NA,NA,2006
3164,NA,NA,2006
3165,NA,NA,2006
3166,256,4435,2006
3167,256,650,2006
3168,206,1227,2006
3169,NA,NA,2006
3170,571,1227,2006
3171,571,1227,2006
3172,571,1227,2006
3173,571,1227,2006
3174,3050,2187,2006
3175,3050,2187,2006
3176,3050,2187,2006
3177,1827,1353,2006
3178,1827,1353,2006
3179,1827,1353,2006
3180,1827,1353,2006
3181,1100,NA,2006
3182,1100,959,2006
3183,1100,NA,2006
3184,1100,959,2006
3185,927,494,2006
3186,NA,NA,2006
3187,NA,NA,2006
3188,622,2202,2006
3189,NA,NA,2006
3190,622,661,2006
3191,NA,NA,2006
3192,NA,NA,2006
3193,NA,NA,2006
3194,NA,NA,2006
3195,NA,NA,2006
3196,NA,NA,2006
3197,NA,NA,2006
3198,NA,NA,2006
3199,NA,NA,2006
3200,2007,4304,2006
3201,2007,2352,2006
3202,2007,2352,2006
3203,NA,NA,2006
3204,427,285,2006
3205,427,285,2006
3206,427,4304,2006
3207,427,285,2006
3208,338,466,2006
3209,338,466,2006
3210,338,466,2006
3211,206,2906,2006
3212,206,2906,2006
3213,206,2906,2006
3214,206,23,2006
3215,963,2944,2006
3216,963,NA,2006
3217,963,NA,2006
3218,988,285,2006
3219,988,285,2006
3220,988,285,2006
3221,NA,285,2006
3222,4425,962,2006
3223,4425,962,2006
3224,4425,962,2006
3225,4425,962,2006
3226,NA,NA,2006
3227,2725,457,2006
3228,NA,NA,2006
3229,2725,457,2006
3230,2865,1697,2006
3231,2865,1697,2006
3232,2865,1697,2006
3233,2865,1697,2006
3234,2865,1227,2006
