Offspring,Dam,Sire,Cohort
5227,4985,4966,2011
5228,4985,4966,2011
5229,4985,4966,2011
5230,4909,3496,2011
5231,NA,NA,2011
5232,4909,5059,2011
5233,4909,3496,2011
5234,4830,3496,2011
5235,4830,4070,2011
5236,NA,NA,2011
5237,NA,NA,2011
5238,5046,5047,2011
5239,5046,5047,2011
5240,NA,NA,2011
5241,4989,4900,2011
5242,4989,4900,2011
5243,4989,4900,2011
5244,4864,5623,2011
5245,4864,5623,2011
5246,4864,3359,2011
5247,NA,NA,2011
5248,NA,NA,2011
5249,4933,4973,2011
5250,4933,4973,2011
5251,4974,4966,2011
5252,4974,4966,2011
5253,4059,3684,2011
5254,4059,4673,2011
5255,4059,3450,2011
5256,NA,NA,2011
5257,4059,3450,2011
5258,NA,NA,2011
5259,5053,5009,2011
5260,5053,5009,2011
5261,5053,5009,2011
5262,NA,NA,2011
5263,5066,4991,2011
5264,4968,4991,2011
5265,3302,3359,2011
5266,3302,3359,2011
5267,3302,3359,2011
5268,5067,4868,2011
5269,5067,4868,2011
5270,5067,4868,2011
5271,5067,4868,2011
5272,5067,4868,2011
5273,NA,NA,2011
5274,NA,NA,2011
5275,NA,NA,2011
5276,NA,NA,2011
5277,4979,4673,2011
5278,4979,4673,2011
5279,5053,5009,2011
5280,4380,3684,2011
5281,3302,3359,2011
5282,NA,NA,2011
5283,NA,NA,2011
5284,4723,3684,2011
5285,4723,3684,2011
5286,4723,NA,2011
5287,4037,4649,2011
5288,4037,4649,2011
5289,4037,4649,2011
5290,4037,4649,2011
5291,4037,4649,2011
5292,4380,3684,2011
5293,4380,4745,2011
5294,4380,3450,2011
5295,4862,5048,2011
5296,4862,4573,2011
5297,4862,4847,2011
5298,4862,4847,2011
5299,5066,4906,2011
5300,5066,3684,2011
5301,5066,3684,2011
5302,5066,4906,2011
5303,5025,5044,2011
5304,5025,4969,2011
5305,5025,5044,2011
5306,5025,5044,2011
5307,4854,4682,2011
5308,4854,4682,2011
5309,4854,4682,2011
5310,4854,4682,2011
5311,4854,4682,2011
5312,4084,4757,2011
5313,4084,4900,2011
5314,4084,4757,2011
5315,4744,4098,2011
5316,4744,4098,2011
5317,4721,NA,2011
5318,4078,4071,2011
5319,4078,NA,2011
5320,4078,4071,2011
5321,4078,4071,2011
5322,4078,4071,2011
5323,NA,NA,2011
5324,NA,NA,2011
5325,NA,NA,2011
5326,4744,4098,2011
5327,NA,NA,2011
5328,4062,4895,2011
5329,4062,4895,2011
5330,4062,4895,2011
5331,4863,4852,2011
5332,4863,4852,2011
5333,4863,4852,2011
5334,4863,4852,2011
5335,4898,4616,2011
5336,4898,4616,2011
5337,4898,4616,2011
5338,4721,4023,2011
5339,4858,4765,2011
5340,4858,4765,2011
5341,4858,4765,2011
5342,4759,3764,2011
5343,4759,3764,2011
5344,4759,3764,2011
5345,4870,NA,2011
5346,4585,NA,2011
5347,4585,5044,2011
5348,4585,4735,2011
5349,4585,4753,2011
5350,4585,4941,2011
5351,4110,4722,2011
5352,4110,4395,2011
5353,4110,4722,2011
5354,4110,4768,2011
5355,4110,4722,2011
5356,4982,4885,2011
5357,4982,4885,2011
5358,4982,4885,2011
5359,4049,NA,2011
5360,4049,NA,2011
5361,4049,NA,2011
5362,4972,NA,2011
5363,4972,4757,2011
5364,4972,4757,2011
5365,4972,4673,2011
5366,4968,4998,2011
5367,4968,4649,2011
5368,4968,4998,2011
5369,4968,4649,2011
5370,4873,4960,2011
5371,4873,4960,2011
5372,4873,4960,2011
5373,4873,4960,2011
5374,4967,4768,2011
5375,4967,4768,2011
5376,4967,4768,2011
5377,4967,4768,2011
5378,4663,4512,2011
5379,4663,4512,2011
5380,4663,4512,2011
5381,4663,4512,2011
5382,4663,4512,2011
5383,NA,NA,2011
5384,5058,4717,2011
5385,5058,4717,2011
5386,5058,4717,2011
5387,5058,4717,2011
5388,5058,4717,2011
5389,4942,3496,2011
5390,4942,3496,2011
5391,4942,3496,2011
5392,4942,3496,2011
5393,4872,4996,2011
5394,4872,4996,2011
5395,4872,4996,2011
5396,5017,4757,2011
5397,5017,4757,2011
5398,5017,4757,2011
5399,4619,4649,2011
5400,4619,4649,2011
5401,4619,4649,2011
5402,NA,NA,2011
5403,4870,5035,2011
5404,4759,3764,2011
5405,NA,NA,2011
5406,4858,4765,2011
5407,4739,5676,2011
5408,4739,5623,2011
5409,4739,4686,2011
5410,4947,4914,2011
5411,4947,4914,2011
5412,4947,4735,2011
5413,NA,NA,2011
5414,NA,NA,2011
5415,5063,4758,2011
5416,5063,4758,2011
5417,5005,4060,2011
5418,5005,4060,2011
5419,5005,4109,2011
5420,4619,4941,2011
5421,NA,NA,2011
5422,4867,5050,2011
5423,4867,5050,2011
5424,4867,5050,2011
5425,4872,4996,2011
5426,4733,4664,2011
5427,4733,4852,2011
5428,4733,4852,2011
5429,4733,4664,2011
5430,NA,NA,2011
5431,4933,4973,2011
5432,4933,4973,2011
5433,4947,4914,2011
5434,5005,4060,2011
5435,5063,4758,2011
5436,5063,4758,2011
5437,5046,5047,2011
5438,5046,4070,2011
5439,5046,5047,2011
5440,5046,5047,2011
5441,4985,4966,2011
5442,4985,4966,2011
5443,4985,4973,2011
5444,4933,4973,2011
5445,NA,NA,2011
5446,4830,4070,2011
5447,4830,4070,2011
5448,4830,4070,2011
5449,4990,4901,2011
5450,4830,4070,2011
5451,4908,5676,2011
5452,NA,NA,2011
5453,NA,NA,2011
5454,4965,NA,2011
5455,4965,NA,2011
5456,NA,NA,2011
5457,NA,NA,2011
5458,4976,5048,2011
5459,4961,5032,2011
5460,4961,5032,2011
5461,4961,5032,2011
5462,NA,4109,2011
5463,4059,3450,2011
5464,4059,4745,2011
5465,4059,3684,2011
5466,4059,3450,2011
5467,4059,3450,2011
5468,4607,4737,2011
5469,4607,4023,2011
5470,4059,3684,2011
5471,4078,4071,2011
5472,4974,4060,2011
5473,4974,4109,2011
5474,4944,4649,2011
5475,4944,4998,2011
5476,4944,4023,2011
5477,5053,5009,2011
5478,5053,5009,2011
5479,5053,4939,2011
5480,4909,5669,2011
5481,4078,4071,2011
5482,4909,3496,2011
5483,3302,5069,2011
5484,3302,3359,2011
5485,3302,3359,2011
5486,NA,NA,2011
5487,NA,NA,2011
5488,4380,4991,2011
5489,4744,4991,2011
5490,4972,NA,2011
5491,4380,4991,2011
5492,5067,4969,2011
5493,5067,4969,2011
5494,5067,4969,2011
5495,5067,NA,2011
5496,4974,4060,2011
5497,4974,4060,2011
5498,5053,5009,2011
5499,4037,4649,2011
5500,4037,4649,2011
5501,4037,4649,2011
5502,4037,4649,2011
5503,4744,4098,2011
5504,4744,4649,2011
5505,3302,4885,2011
5506,4909,4070,2011
5507,NA,NA,2011
5508,NA,NA,2011
5509,4723,3684,2011
5510,4723,3684,2011
5511,4723,5024,2011
5512,NA,NA,2011
5513,NA,NA,2011
5514,NA,NA,2011
5515,4989,NA,2011
5516,4989,5623,2011
5517,4989,NA,2011
5518,4989,5871,2011
5519,4965,4682,2011
5520,4965,4039,2011
5521,4965,4757,2011
5522,4965,4039,2011
5523,4854,4907,2011
5524,4854,4907,2011
5525,4854,4907,2011
5526,4380,3684,2011
5527,4380,3684,2011
5528,NA,NA,2011
5529,4854,4907,2011
5530,4078,4071,2011
5531,4078,4071,2011
5532,4965,NA,2011
5533,4084,5062,2011
5534,4084,4757,2011
5535,4084,4119,2011
5536,5025,5044,2011
5537,5025,4757,2011
5538,5066,4673,2011
5539,5066,4673,2011
5540,4078,4071,2011
5541,5066,5024,2011
5542,NA,NA,2011
5543,4873,4960,2011
5544,4873,4960,2011
5545,4873,4960,2011
5546,4873,4960,2011
5547,4972,4757,2011
5548,4972,4757,2011
5549,4972,4757,2011
5550,4062,4737,2011
5551,4062,4895,2011
5552,4062,4895,2011
5553,4062,4895,2011
5554,4663,4512,2011
5555,4663,5676,2011
5556,4663,5623,2011
5557,4663,4512,2011
5558,4967,4071,2011
5559,4967,4768,2011
5560,4967,4768,2011
5561,4967,4768,2011
5562,4967,4768,2011
5563,4049,4753,2011
5564,4049,4119,2011
5565,4049,5623,2011
5566,4049,5623,2011
5567,5008,5871,2011
5568,4905,4914,2011
5569,4905,4109,2011
5570,4905,4109,2011
5571,4898,4616,2011
5572,4898,4616,2011
5573,4982,4737,2011
5574,4982,5035,2011
5575,4982,4737,2011
5576,4759,3764,2011
5577,4759,3764,2011
5578,4759,3764,2011
5579,4110,4722,2011
5580,4110,4395,2011
5581,NA,NA,2011
5582,4968,4998,2011
5583,4968,4998,2011
5584,4968,4998,2011
5585,4968,4998,2011
5586,4905,4109,2011
5587,4961,4686,2011
5588,4961,4686,2011
5589,4961,4686,2011
5590,4619,4649,2011
5591,4619,4649,2011
5592,4867,5050,2011
5593,4976,4896,2011
5594,4963,3450,2011
5597,4062,4903,2011
5598,4976,4896,2011
5600,4961,4686,2011
5601,4947,4914,2011
5602,4947,4914,2011
5603,4947,4914,2011
5606,4933,4973,2011
5607,4933,4973,2011
5608,4933,4973,2011
5609,5063,4758,2011
5610,5063,4758,2011
5611,5063,4758,2011
5612,5063,4758,2011
5613,5017,4706,2011
5614,5014,4943,2011
5615,4976,3359,2011
5616,4976,4060,2011
5617,3831,3450,2011
5618,NA,NA,2011
5619,5005,4737,2011
5620,5005,4060,2011
5621,5005,4060,2011
5622,NA,NA,2011
5624,4976,5048,2011
5625,5060,4903,2011
5626,4867,5050,2011
5627,4867,5050,2011
5628,4867,NA,2011
5629,4867,5050,2011
5630,3831,4395,2011
5631,4581,4699,2011
5632,4733,4039,2011
5633,4733,4039,2011
5634,4733,4664,2011
5635,4059,3450,2011
5636,4059,3450,2011
5637,5060,4903,2011
5638,5060,4969,2011
5639,5060,4969,2011
5640,5060,4969,2011
5641,NA,NA,2011
5642,NA,NA,2011
5643,NA,NA,2011
5646,NA,NA,2011
5648,NA,NA,2011
5649,NA,NA,2011
5650,NA,NA,2011
5651,4059,3450,2011
5652,4607,4737,2011
5653,4607,4737,2011
5654,5060,4969,2011
5656,4858,4745,2011
5658,NA,NA,2011
5659,NA,NA,2011
5660,4974,4991,2011
5661,4744,4991,2011
5662,4744,4991,2011
5663,5053,5009,2011
5664,5053,5009,2011
5665,NA,NA,2011
5666,NA,NA,2011
5668,NA,NA,2011
5670,4766,4682,2011
5671,NA,NA,2011
5672,NA,NA,2011
5673,5014,4943,2011
5674,3831,4395,2011
5675,4858,5048,2011
5678,4830,4070,2011
5679,4867,5050,2011
5751,NA,NA,2011
6240,NA,NA,2011
6241,5014,5489,2012
6242,5014,5489,2012
6243,5014,5489,2012
6244,5014,5489,2012
6246,6245,5139,2012
6247,6245,5031,2012
6248,6245,5031,2012
6249,6245,5031,2012
6250,5294,5048,2012
6251,5294,4943,2012
6252,5294,4943,2012
6253,5294,4943,2012
6254,4084,4900,2012
6255,4084,5871,2012
6256,4084,4900,2012
6257,4084,4705,2012
6258,4862,5031,2012
6259,4862,4682,2012
6260,4862,5031,2012
6261,4862,5031,2012
6262,5025,4705,2012
6263,5025,4705,2012
6264,5025,4705,2012
6265,5025,4705,2012
6266,5025,4705,2012
6267,4576,4682,2012
6268,4576,4682,2012
6269,4576,4682,2012
6270,4576,4682,2012
6271,4576,4682,2012
6272,4963,5468,2012
6273,4963,5468,2012
6274,4976,5096,2012
6275,4976,5096,2012
6276,4976,5096,2012
6277,4976,5096,2012
6278,4976,5096,2012
6279,4663,5871,2012
6280,4663,5871,2012
6281,4663,5871,2012
6282,4663,5871,2012
6283,5284,3764,2012
6284,5284,3764,2012
6285,5284,3764,2012
6286,5067,5623,2012
6287,5067,5623,2012
6288,5067,5623,2012
6289,5067,5623,2012
6290,4961,5466,2012
6291,4961,5466,2012
6292,4961,4960,2012
6293,4933,5202,2012
6294,4933,5202,2012
6295,4933,5202,2012
6296,4975,4991,2012
6297,4975,4895,2012
6298,4975,4895,2012
6299,4975,4991,2012
6300,4663,5871,2012
6301,4963,4960,2012
6302,4963,4960,2012
6303,4059,4768,2012
6304,4059,4895,2012
6305,4059,4895,2012
6306,4059,4895,2012
6307,5140,4991,2012
6308,5140,4991,2012
6309,5140,4960,2012
6310,4739,4895,2012
6311,4739,4991,2012
6312,4739,4991,2012
6313,4059,4895,2012
6314,5140,5593,2012
6316,4872,5675,2012
6317,4872,5675,2012
6318,4872,5675,2012
6319,4872,4960,2012
6320,4723,5437,2012
6321,4723,5437,2012
6322,4723,5437,2012
6323,4723,5437,2012
6324,4873,5253,2012
6325,4873,4960,2012
6326,4967,4768,2012
6327,4967,4768,2012
6328,4967,4768,2012
6329,4967,4768,2012
6330,4967,4768,2012
6331,5428,4896,2012
6332,5428,4896,2012
6333,5428,4896,2012
6334,5428,4745,2012
6335,5678,4395,2012
6337,4961,4960,2012
6339,4739,4991,2012
6341,4873,5253,2012
6342,5428,4896,2012
6343,5410,3764,2012
6344,5014,5489,2012
6345,5014,5489,2012
6346,5014,5489,2012
6347,5014,5489,2012
6348,5093,4900,2012
6349,5093,4682,2012
6350,5093,4682,2012
6351,5294,4943,2012
6352,5410,5466,2012
6353,5407,5517,2012
6354,5407,5517,2012
6355,5407,5517,2012
6356,5407,5359,2012
6357,5598,5359,2012
6358,5598,5359,2012
6359,5598,5359,2012
6360,5598,5359,2012
6361,5625,5195,2012
6362,4944,4722,2012
6363,4944,4722,2012
6364,4944,4722,2012
6365,5625,5195,2012
6366,5625,4722,2012
6367,5625,5195,2012
6368,5589,5616,2012
6369,5589,5616,2012
6370,5589,5616,2012
6371,5589,5616,2012
6372,5589,5616,2012
6373,5343,5449,2012
6374,5134,5107,2012
6375,4084,4682,2012
6376,4084,4682,2012
6377,4084,4900,2012
6378,4084,4900,2012
6379,5134,5107,2012
6380,5134,5107,2012
6381,5134,5107,2012
6382,5134,5107,2012
6383,4873,5393,2012
6384,4873,5393,2012
6385,5214,4757,2012
6386,5214,4757,2012
6387,5214,4757,2012
6388,4873,5393,2012
6390,4873,5393,2012
6391,5294,4943,2012
6392,5294,4943,2012
6393,4975,4895,2012
6403,4963,4722,2012
6404,4963,5449,2012
6405,4963,5449,2012
6406,4084,4900,2012
6407,4975,4895,2012
6409,6238,6240,2012
6410,6238,6240,2012
6411,6238,6240,2012
6412,5678,5311,2012
6415,5025,4722,2012
6416,5025,4705,2012
6417,5025,4722,2012
6418,5025,4705,2012
6419,5025,4705,2012
6420,4898,4943,2012
6421,4898,5048,2012
6422,4898,4943,2012
6423,4898,5048,2012
6424,6238,6240,2012
6425,5410,5466,2012
6426,5410,5466,2012
6427,4944,4722,2012
6428,4944,4722,2012
6429,4944,4722,2012
6430,4944,4722,2012
6433,4576,4682,2012
6434,5284,3764,2012
6435,5284,4745,2012
6436,5284,4745,2012
6437,4944,4722,2012
6438,5140,4895,2012
6439,5140,4895,2012
6440,5140,4895,2012
6442,4576,4682,2012
6443,4576,4682,2012
6444,4576,4682,2012
6445,5067,5623,2012
6446,5067,5623,2012
6447,5067,5623,2012
6448,5067,5623,2012
6449,5410,5466,2012
6450,4854,4929,2012
6451,4933,5202,2012
6452,4933,5202,2012
6453,4933,5202,2012
6454,4723,5669,2012
6455,4723,5669,2012
6456,4723,5669,2012
6457,4723,5669,2012
6458,5598,5359,2012
6459,5598,5359,2012
6460,4872,5675,2012
6461,4872,5675,2012
6462,4872,5675,2012
6463,4872,5675,2012
6464,4933,5202,2012
6465,4059,4768,2012
6466,5014,5489,2012
6468,4961,4960,2012
6470,4961,4960,2012
6471,4961,4960,2012
6472,5014,5489,2012
6473,5014,5489,2012
6474,5014,5489,2012
6475,5014,5489,2012
6476,4872,5675,2012
6477,4723,5669,2012
6478,5598,5359,2012
6479,5598,5359,2012
6480,6245,5031,2012
6483,4967,4895,2012
6484,4967,5517,2012
6485,4967,4895,2012
6487,4059,4768,2012
6488,4059,4768,2012
6489,6245,5031,2012
6490,4663,5871,2012
6491,4663,5871,2012
6492,4663,5871,2012
6493,4663,5871,2012
6494,6245,5031,2012
6495,5093,4682,2012
6496,5093,4682,2012
6497,5093,4682,2012
6498,5093,4682,2012
6499,4854,4929,2012
6500,4965,5222,2012
6501,5428,4896,2012
6502,4965,5314,2012
6503,4965,5314,2012
6504,4965,5675,2012
6505,4965,5314,2012
6506,5428,4896,2012
6507,6245,4929,2012
6508,5428,4896,2012
6509,5625,5195,2012
6510,5625,5195,2012
6511,5625,5195,2012
6512,5625,5195,2012
6513,6238,6240,2012
6514,6238,6240,2012
6515,6238,6240,2012
6517,5589,5616,2012
6518,5589,5616,2012
6519,5589,5616,2012
6520,5589,5616,2012
6521,4873,5393,2012
6522,5407,4991,2012
6523,5407,4991,2012
6524,5214,4757,2012
6525,5214,4757,2012
6526,5214,4757,2012
6527,5214,4757,2012
6528,4961,4960,2012
6529,4961,4960,2012
6530,4963,5449,2012
6531,4963,5449,2012
6532,4084,4682,2012
6533,4084,4757,2012
6534,4084,4900,2012
6535,5294,4943,2012
6536,5294,4943,2012
6537,5294,4943,2012
6541,5294,4943,2012
6543,4976,5096,2012
6544,4858,4745,2012
6545,4961,4960,2012
6546,4961,4960,2012
6547,4084,4900,2012
6548,5214,4757,2012
6549,4963,5449,2012
6550,4963,4960,2012
6551,5410,5466,2012
6552,4975,4895,2012
6553,4975,4895,2012
6554,4975,4895,2012
6555,4663,5871,2012
6556,4663,5871,2012
6557,4663,5871,2012
6558,4663,5871,2012
6559,4663,5871,2012
6560,5134,5107,2012
6561,5134,5107,2012
6563,5410,4960,2012
6564,5410,4960,2012
6565,4975,4895,2012
6566,5284,4943,2012
6567,5284,4745,2012
6568,4576,5107,2012
6569,4576,5107,2012
6570,4576,5107,2012
6571,4576,4682,2012
6572,4898,5048,2012
6573,4898,5048,2012
6574,4898,5048,2012
6575,4898,5048,2012
6576,4898,5048,2012
6577,4059,4768,2012
6578,4059,4768,2012
6579,NA,NA,2012
6580,4059,4768,2012
6581,5025,4705,2012
6582,5025,4705,2012
6583,5025,4705,2012
6584,5093,4900,2012
6585,5093,4682,2012
6586,5093,4682,2012
6587,5093,4900,2012
6588,4944,4943,2012
6589,4944,4722,2012
6590,4944,4722,2012
6591,4944,4722,2012
6592,5025,4705,2012
6593,5136,4943,2012
6594,5136,5004,2012
6595,5136,5004,2012
6596,5067,5623,2012
6597,5067,5623,2012
6598,5284,3764,2012
6599,5014,5489,2012
6600,5014,5489,2012
6601,5014,5489,2012
6602,5014,5489,2012
6603,4059,4768,2012
6604,NA,NA,2012
6605,NA,NA,2012
6606,4976,5096,2012
6607,4858,4745,2012
6608,4723,5669,2012
6609,4723,5202,2012
6611,4872,5675,2012
6612,4872,5675,2012
6613,5140,4895,2012
6614,5140,4895,2012
6615,5140,4895,2012
6616,5140,4895,2012
6617,4967,5517,2012
6618,4967,5517,2012
6619,5598,5359,2012
6620,5598,5359,2012
6621,5598,5359,2012
6622,5598,5359,2012
6623,4723,5669,2012
6624,4723,3764,2012
6625,4967,5517,2012
6627,4739,5424,2012
6628,4739,5424,2012
6629,4739,5424,2012
6630,6245,4745,2012
6631,6245,5031,2012
6632,6245,5031,2012
6633,4933,5202,2012
6634,4933,5202,2012
6635,4933,5202,2012
6636,4933,5202,2012
6637,4872,5675,2012
6638,5136,5004,2012
6639,5678,5311,2012
6640,4965,5222,2012
6641,5438,4757,2012
6642,4976,4943,2012
6643,4858,4745,2012
6644,5438,4757,2012
6646,4858,4929,2012
6647,4976,4943,2012
6648,4858,4745,2012
6649,4854,4929,2012
6650,5438,4682,2012
6651,5067,5031,2013
6652,5294,4745,2013
6653,5294,4745,2013
6654,5294,4943,2013
6655,5014,5489,2013
6656,5014,5489,2013
6657,5014,5489,2013
6658,5014,5489,2013
6659,5014,5489,2013
6660,4576,4682,2013
6661,4576,4682,2013
6662,4576,4682,2013
6663,4576,4682,2013
6664,4576,4682,2013
6665,4967,5461,2013
6666,4967,5461,2013
6667,4967,5461,2013
6668,4967,5461,2013
6669,5093,4682,2013
6670,5093,4682,2013
6671,5093,4682,2013
6672,4961,4960,2013
6673,4961,4960,2013
6674,5140,4895,2013
6675,5140,4895,2013
6676,5140,4895,2013
6677,5140,4895,2013
6678,6649,5253,2013
6679,6649,5314,2013
6680,6649,5253,2013
6681,5407,6461,2013
6682,5407,6461,2013
6683,5407,6461,2013
6684,5067,5031,2013
6685,5067,5031,2013
6686,5067,5031,2013
6687,5284,3764,2013
6688,5284,3764,2013
6689,5284,4943,2013
6690,5284,3764,2013
6691,6238,6240,2013
6692,6238,6240,2013
6693,6238,6240,2013
6694,6238,6240,2013
6695,6238,6240,2013
6696,5589,5616,2013
6697,5589,5616,2013
6698,5589,5616,2013
6699,5589,5616,2013
6700,5589,4768,2013
6701,4975,5461,2013
6702,4975,5461,2013
6703,4975,4895,2013
6704,4975,5461,2013
6705,4933,5202,2013
6706,4933,5202,2013
6707,4933,5202,2013
6708,4933,4895,2013
6709,4933,5202,2013
6710,4059,4768,2013
6711,4059,4768,2013
6712,4059,3764,2013
6713,NA,NA,2013
6714,4961,4960,2013
6715,6649,5253,2013
6716,4739,4895,2013
6717,4739,5468,2013
6718,6290,5393,2013
6719,6290,5393,2013
6720,6290,5393,2013
6721,6290,5393,2013
6722,6250,6517,2013
6723,6250,4682,2013
6724,6250,6517,2013
6725,6638,5449,2013
6726,6638,5449,2013
6727,6499,5489,2013
6728,6499,5489,2013
6729,4873,4960,2013
6730,4873,4960,2013
6731,4873,4960,2013
6732,4873,4960,2013
6733,4723,4991,2013
6734,4723,4991,2013
6735,5410,5466,2013
6736,5410,5466,2013
6737,5410,5466,2013
6738,4872,5675,2013
6739,NA,NA,2013
6740,4059,4768,2013
6741,6267,6433,2013
6742,6267,6433,2013
6743,NA,NA,2013
6744,6638,5449,2013
6745,4723,4991,2013
6746,5598,5359,2013
6747,5598,5359,2013
6748,5598,5359,2013
6749,5598,5359,2013
6750,NA,NA,2013
6751,NA,NA,2013
6752,6415,6377,2013
6753,6415,6377,2013
6754,6415,4745,2013
6755,6415,4745,2013
6756,5678,6502,2013
6757,5136,5004,2013
6758,5136,5004,2013
6759,5136,5004,2013
6760,4965,5424,2013
6761,4965,5314,2013
6762,4965,5314,2013
6763,6522,5222,2013
6764,6522,5222,2013
6765,6522,5222,2013
6766,4854,4929,2013
6767,4854,4929,2013
6768,5294,4943,2013
6769,5294,4943,2013
6770,6506,6492,2013
6771,6506,6492,2013
6772,6506,6492,2013
6773,6506,6492,2013
6774,6321,5466,2013
6775,6321,5517,2013
6776,6321,5517,2013
6777,6321,5675,2013
6778,6500,5048,2013
6779,6500,6648,2013
6780,6500,5048,2013
6781,5014,5489,2013
6782,4663,5424,2013
6783,4663,5424,2013
6784,4663,5424,2013
6785,6451,5623,2013
6786,6451,5311,2013
6787,6451,5623,2013
6788,6491,5466,2013
6789,6491,5466,2013
6790,6491,6260,2013
6791,5014,5489,2013
6792,4976,5139,2013
6793,4976,5139,2013
6794,4976,5139,2013
6795,4976,5139,2013
6796,NA,NA,2013
6797,6392,6344,2013
6798,6392,6344,2013
6799,6392,6344,2013
6800,6392,6344,2013
6801,6392,6344,2013
6802,4663,5424,2013
6803,6451,5623,2013
6804,5067,5031,2013
6805,5067,5031,2013
6806,4967,5461,2013
6807,4967,5461,2013
6808,4967,5461,2013
6809,4967,5461,2013
6810,4967,5461,2013
6811,5014,5489,2013
6812,6643,6527,2013
6813,6643,6527,2013
6814,6526,6371,2013
6815,6543,4900,2013
6816,6543,4900,2013
6817,6543,4900,2013
6818,6269,6270,2013
6819,5067,5424,2013
6820,5067,5031,2013
6822,7022,7024,2013
6823,7022,7024,2013
6824,4873,4960,2013
6825,4873,4960,2013
6826,4873,4960,2013
6827,6643,6527,2013
6828,5407,6461,2013
6829,5407,6461,2013
6830,5407,6461,2013
6831,6499,5461,2013
6832,6499,5466,2013
6833,4576,4682,2013
6834,4576,4682,2013
6835,4576,5107,2013
6836,4576,4682,2013
6837,NA,NA,2013
6838,6269,6270,2013
6839,NA,NA,2013
6840,6269,6270,2013
6841,4975,5461,2013
6842,4975,5461,2013
6843,4975,5461,2013
6844,4975,5461,2013
6845,5589,5616,2013
6846,5589,5616,2013
6847,5589,5616,2013
6848,5589,5616,2013
6849,5589,5616,2013
6850,5598,5466,2013
6851,5598,5466,2013
6852,5598,5359,2013
6853,5598,5359,2013
6854,6543,4900,2013
6855,4961,4960,2013
6856,4961,4960,2013
6857,4961,5466,2013
6858,4961,4960,2013
6859,6459,6447,2013
6860,6459,6447,2013
6861,NA,NA,2013
6862,6565,NA,2013
6863,6565,NA,2013
6864,6565,6887,2013
6865,6638,5449,2013
6866,6638,5449,2013
6867,6638,5449,2013
6868,6638,5449,2013
6869,6460,6436,2013
6870,6460,6436,2013
6871,6460,6436,2013
6872,6316,6376,2013
6873,6316,6376,2013
6874,NA,NA,2013
6875,5407,6461,2013
6876,4576,4682,2013
6877,5625,4722,2013
6878,5625,4722,2013
6879,6370,5311,2013
6880,6370,5311,2013
6881,6370,5096,2013
6882,6370,5096,2013
6883,6331,6645,2013
6884,6331,6645,2013
6885,6331,6645,2013
6886,6331,6645,2013
6888,4872,5675,2013
6889,4872,5675,2013
6890,4872,5675,2013
6891,4872,5675,2013
6892,6462,5466,2013
6893,6462,6648,2013
6894,6462,6648,2013
6895,6462,6648,2013
6896,6476,6251,2013
6897,6476,6251,2013
6898,6476,6251,2013
6899,6476,6251,2013
6900,6453,6490,2013
6901,6453,6490,2013
6902,6453,6490,2013
6903,6453,6490,2013
6904,6384,6509,2013
6905,6384,6509,2013
6906,6384,6509,2013
6907,6420,6455,2013
6908,6420,6455,2013
6909,6420,6455,2013
6910,5214,4757,2013
6911,5214,4757,2013
6912,5214,4757,2013
6913,5140,4895,2013
6914,5140,5359,2013
6915,5140,4895,2013
6916,5140,4895,2013
6917,6317,5593,2013
6918,6317,5593,2013
6919,6317,5593,2013
6920,6317,5593,2013
6921,6250,6517,2013
6922,6250,6517,2013
6923,6250,6517,2013
6924,4854,4929,2013
6925,4854,4929,2013
6926,4854,4929,2013
6927,4854,4929,2013
6928,4723,5675,2013
6929,4723,4991,2013
6930,4059,4768,2013
6931,4059,4768,2013
6932,4059,4768,2013
6933,4059,4895,2013
6934,5093,4682,2013
6935,5093,4682,2013
6936,5625,5195,2013
6937,6316,6376,2013
6938,6384,6509,2013
6939,NA,NA,2013
6940,NA,NA,2013
6941,NA,NA,2013
6942,NA,NA,2013
6943,6606,6493,2013
6944,6606,5195,2013
6945,6606,5195,2013
6946,6649,6521,2013
6947,6649,5202,2013
6948,6649,6521,2013
6949,6649,5393,2013
6950,6649,6521,2013
6951,4858,4745,2013
6952,4858,6648,2013
6953,4858,4745,2013
6954,4858,4745,2013
6955,4858,6436,2013
6956,4723,4991,2013
6957,4723,4991,2013
6958,NA,NA,2013
6959,NA,NA,2013
6960,4854,4929,2013
6961,5284,3764,2013
6962,5284,3764,2013
6963,5284,6650,2013
6964,5284,3764,2013
6965,6290,5393,2013
6966,6290,5393,2013
6967,6290,5393,2013
6968,5438,5672,2013
6969,5438,5672,2013
6970,5438,5672,2013
6971,6238,6607,2013
6972,6238,6240,2013
6973,6238,6240,2013
6974,6647,5466,2013
6975,6647,5253,2013
6976,6647,6270,2013
6977,6647,6270,2013
6978,4933,5202,2013
6979,7022,7024,2013
6980,4933,5202,2013
6981,4933,5202,2013
6982,6267,3764,2013
6983,6267,6433,2013
6984,6267,3764,2013
6985,7022,4722,2013
6986,4933,5202,2013
6987,7022,7024,2013
6988,5284,3764,2013
6989,6647,5253,2013
6990,6238,6240,2013
6991,5410,5466,2013
6992,5410,5466,2013
6993,5410,5466,2013
6994,5410,4960,2013
6995,4739,5468,2013
6996,4739,5468,2013
6997,4739,5468,2013
6998,4933,5202,2013
6999,4944,4722,2013
7000,4944,4722,2013
7001,4944,4722,2013
7002,4944,4722,2013
