"BirdID","Brood.natal","Brood.rearing","Age","Year","Mass","max.temp","Air.temp","surv"
"10332","R117","R114","5",2018,13.7,36.12333889,24.7,0
"10332","R117","R114","12",2018,23.2,39.3,26.5,1
"10333","R117","R117","12",2018,15.2,39.97128589,24.8,1
"10333","R117","R117","10",2018,14,37.5,23,0
"10333","R117","R117","5",2018,5.6,36.4,24.9,0
"10333","R117","R117","2",2018,2.9,32.7,26.5,0
"10334","R119","R116","5",2018,13.7,36.8,26.1,0
"10334","R119","R116","10",2018,24.8,38.2,20.5,0
"10334","R119","R116","2",2018,3.9,35,17.6,0
"10334","R119","R116","12",2018,26.1,38.976274,24.9,1
"10335","R119","R116","12",2018,26,39.45562809,24.9,1
"10335","R119","R116","5",2018,11.3,36.71160961,26.1,0
"10335","R119","R116","2",2018,2.2,32.6,17.7,0
"10335","R119","R116","10",2018,23.1,37.81749126,20.5,0
"10336","R119","R119","5",2018,8.1,34.5,17,0
"10336","R119","R119","2",2018,3.6,32.4,17.7,0
"10336","R119","R119","12",2018,19.6,39.50067767,20.8,1
"10336","R119","R119","10",2018,14.8,39.99232269,17.1,0
"10337","R116","R119","5",2018,11.4,35.2,17.1,0
"10337","R116","R119","10",2018,15.3,37.96051383,17.1,0
"10337","R116","R119","2",2018,5.3,35.89548048,23.6,0
"10337","R116","R119","12",2018,19.8,38.74688932,20.7,1
"10338","R116","R119","10",2018,19.7,39.07661645,17.1,0
"10338","R116","R119","2",2018,6.2,35.42512864,23.6,0
"10338","R116","R119","5",2018,12.5,36.10591442,17,0
"10338","R116","R119","12",2018,23.6,38.6,20.7,1
"10339","R120","R120","2",2018,4.2,32.9,17.8,0
"10339","R120","R120","12",2018,22.5,39.91035769,18.6,1
"10339","R120","R120","10",2018,22.2,38.86538754,17.9,0
"10339","R120","R120","5",2018,10,36.02540267,15.9,0
"10340","R120","R120","12",2018,20.1,39.28648044,19.1,1
"10340","R120","R120","2",2018,4.2,33.4,17.1,0
"10340","R120","R120","10",2018,14.6,37.24864407,17.9,0
"10340","R120","R120","5",2018,10.4,34.5,16.1,0
"10341","R120","R120","12",2018,25,39.7,18.2,1
"10341","R120","R120","5",2018,10.5,38.96116324,15.9,0
"10341","R120","R120","2",2018,3.9,31.4,17.1,0
"10341","R120","R120","10",2018,23.7,39.60899222,17.9,0
"10343","R121","R121","10",2018,27.4,39.20658882,22.5,0
"10343","R121","R121","5",2018,15.4,35.24272641,20.8,0
"10343","R121","R121","2",2018,4.6,37.99137862,24.2,0
"10343","R121","R121","12",2018,26.5,39.2,26,1
"10344","R121","R121","10",2018,25.6,38.4,22.5,1
"10344","R121","R121","5",2018,15.9,35.82981054,20.8,0
"10344","R121","R121","2",2018,5.5,35.6,24.2,0
"10345","R121","R121","5",2018,16.2,36.52353708,20.8,0
"10345","R121","R121","12",2018,24.2,39.3,25.9,1
"10345","R121","R121","10",2018,26.6,36.9,22.6,0
"10345","R121","R121","2",2018,6.1,35.5,24.3,0
"10346","R121","R121","2",2018,3.1,33.5,24.4,0
"10346","R121","R121","12",2018,23.6,39.4,25.9,1
"10346","R121","R121","10",2018,25,40.6,22.5,0
"10346","R121","R121","5",2018,11.6,33.94770021,20.8,0
"10347","R122","R123","5",2018,12.9,36.48735747,22,0
"10347","R122","R123","10",2018,21.9,39.6398842,23.5,0
"10347","R122","R123","12",2018,23.6,39.33430352,26.8,1
"10347","R122","R123","2",2018,4.5,33.6,17.2,0
"10348","R122","R123","5",2018,15.7,38.62200032,21.9,0
"10348","R122","R123","10",2018,23.2,40.02703569,23.5,0
"10348","R122","R123","12",2018,23.3,38.10510544,26.8,1
"10348","R122","R123","2",2018,4.9,32.3,17.2,0
"10349","R122","R123","2",2018,2.1,30.2,17.4,0
"10349","R122","R123","5",2018,4.7,33.8,22.1,1
"10350","R122","R123","10",2018,23.9,39.5,23.5,0
"10350","R122","R123","12",2018,6.7,41.3,26.8,1
"10350","R122","R123","5",2018,11.7,36.81571195,22,0
"10350","R122","R123","2",2018,3.6,29.3,17.4,0
"10351","R123","R122","2",2018,4.1,35.64023541,25.5,0
"10351","R123","R122","5",2018,9.6,36.82125622,18.4,0
"10351","R123","R122","12",2018,24.9,39.2,21.6,1
"10351","R123","R122","10",2018,23.8,39.93737917,19.4,0
"10352","R123","R122","10",2018,22.6,39.76771966,19.2,0
"10352","R123","R122","2",2018,4.8,35.7,25.5,0
"10352","R123","R122","5",2018,10.6,35.17819497,18.3,0
"10352","R123","R122","12",2018,23,38.3,21.3,1
"10353","R123","R122","10",2018,23.2,39.73734712,19.8,0
"10353","R123","R122","2",2018,4.5,35.4,25.4,0
"10353","R123","R122","12",2018,24.5,38.3,21.8,1
"10353","R123","R122","5",2018,11.2,34.3,18.4,0
"10354","R123","R122","10",2018,19.9,40.61647927,20,0
"10354","R123","R122","5",2018,6.9,35.59816329,18.3,0
"10354","R123","R122","2",2018,2.6,34.5,25.4,0
"10354","R123","R122","12",2018,21.9,38,21.9,1
"10357","R126","R127","12",2018,26,39.3,26.4,1
"10357","R126","R127","10",2018,27,39.6,24.2,0
"10357","R126","R127","2",2018,6.3,34.52907109,17.7,0
"10357","R126","R127","5",2018,15.6,35.96851855,20.9,0
"10358","R126","R127","2",2018,2.4,32,17.7,0
"10358","R126","R127","10",2018,21.2,39.4,24.2,0
"10358","R126","R127","5",2018,8.5,33.83145218,20.8,0
"10358","R126","R127","12",2018,23.8,40.70896439,26.4,1
"10359","R126","R127","2",2018,4,33.1,17.7,1
"10360","R128","R126","5",2018,9.5,35.05175584,17.5,0
"10360","R128","R126","10",2018,23.1,40.75526168,19.5,0
"10360","R128","R126","12",2018,24,39.5,25,1
"10360","R128","R126","2",2018,3.8,33.43017257,21.1,0
"10361","R128","R126","10",2018,20.3,39.66074947,19.5,0
"10361","R128","R126","2",2018,2.3,31.88941591,21,0
"10361","R128","R126","12",2018,22.4,39.17262869,25.1,1
"10361","R128","R126","5",2018,7.7,33.1,17.4,0
"10362","R127","R128","12",2018,26.9,39.2,26.4,1
"10362","R127","R128","10",2018,25.8,39.2,21.6,0
"10362","R127","R128","2",2018,5.1,32.5,20.7,0
"10362","R127","R128","5",2018,12.7,36.8843784,20.5,0
"10363","R127","R128","10",2018,25.5,38.7,21.3,0
"10363","R127","R128","2",2018,6.6,33.25857588,20.7,0
"10363","R127","R128","12",2018,24.1,39.2,26.3,1
"10363","R127","R128","5",2018,15.4,37.16565728,20.5,0
"10364","R127","R126","10",2018,24.1,38.33837406,19.5,0
"10364","R127","R126","12",2018,24.1,38.9,25,1
"10364","R127","R126","5",2018,11.3,34,17.4,0
"10364","R127","R126","2",2018,4.5,32.32408791,20.7,0
"10365","R127","R127","5",2018,13.4,35.8,20.9,0
"10365","R127","R127","12",2018,23.3,40.40778192,26.4,1
"10365","R127","R127","2",2018,5.3,32.66501321,20.7,0
"10365","R127","R127","10",2018,24.5,38.6,24.2,0
"10367","R132","R129","2",2018,4.3,32.85830972,22.1,1
"10368","R129","R123","5",2018,11.1,35.6,22.2,0
"10368","R129","R123","2",2018,3.4,35.21389931,23.4,0
"10368","R129","R123","12",2018,19.2,37.4,19.5,1
"10368","R129","R123","10",2018,22.8,38.71746103,22.7,0
"10369","R129","R129","2",2018,4.4,33.23708173,23.4,1
"10370","R129","R129","2",2018,3.7,31.73249369,23.4,1
"10371","R129","R129","2",2018,3.7,32.2661457,23.4,1
"10372","R133","R130","12",2018,23.1,40.4,20.3,1
"10372","R133","R130","2",2018,5.4,32.72070721,22.4,0
"10372","R133","R130","10",2018,24.4,39.70528955,26.5,0
"10372","R133","R130","5",2018,14,39.08816773,22.9,0
"10373","R133","R130","2",2018,5.7,32.31494908,22.4,0
"10373","R133","R130","10",2018,27.1,40.84020331,26.5,0
"10373","R133","R130","12",2018,25.2,39.16664828,20.3,1
"10373","R133","R130","5",2018,15.2,38.36585017,22.8,0
"10374","R133","R133","2",2018,2.5,29.74550339,22.4,0
"10374","R133","R133","5",2018,5.3,33.4,25.4,1
"10375","R130","R133","2",2018,4.8,31.53246307,22.9,0
"10375","R130","R133","5",2018,10.1,34.99245586,25.4,1
"10376","R130","R133","2",2018,2.3,31.1,22.9,1
"10377","R131","R134","2",2018,5.4,34.89387113,17.1,0
"10377","R131","R134","10",2018,25.8,40.63244889,19.3,0
"10377","R131","R134","12",2018,25.7,38.09985884,24.4,1
"10377","R131","R134","5",2018,13.4,40.18604982,23.4,0
"10378","R131","R134","2",2018,5.4,33.9376163,17.1,0
"10378","R131","R134","10",2018,25,38.78004691,19.3,0
"10378","R131","R134","12",2018,24.6,38.9,24.2,1
"10378","R131","R134","5",2018,14.2,37.80177484,23.4,0
"10379","R131","R134","10",2018,14.7,38.9475344,19.4,0
"10379","R131","R134","5",2018,4.9,35.8,23.4,0
"10379","R131","R134","2",2018,2.5,30.43239774,17.1,0
"10379","R131","R134","12",2018,19.1,39.5,24.3,1
"10380","R134","R131","2",2018,4.5,35.25561435,20.4,0
"10380","R134","R131","12",2018,21.7,40.72607652,20.8,1
"10380","R134","R131","5",2018,10.5,34.75382882,17.9,0
"10380","R134","R131","10",2018,19.3,38.1868378,17.2,0
"10381","R134","R131","5",2018,9.7,37.30954899,18,0
"10381","R134","R131","12",2018,18,38.13079232,20.9,1
"10381","R134","R131","2",2018,3.8,33.6,20.4,0
"10381","R134","R131","10",2018,15.9,39.39327037,17.1,0
"10382","R134","R131","5",2018,6.4,33.4,17.8,0
"10382","R134","R131","12",2018,14,38.87480882,20.8,1
"10382","R134","R131","2",2018,2.8,32.5,20.4,0
"10382","R134","R131","10",2018,13.5,38.61998467,17.1,0
"10383","R134","R134","12",2018,25.4,38.2,24.1,1
"10383","R134","R134","10",2018,24.5,38.13700503,19.4,0
"10383","R134","R134","2",2018,5.2,33.1,20.5,0
"10383","R134","R134","5",2018,11.8,36.80466601,23.4,0
"10384","R135","R135","5",2018,8.7,37.17564639,23.9,1
"10384","R135","R135","2",2018,3.2,37.61725874,22.5,0
"10385","R135","R135","5",2018,12,37.07813017,23.9,1
"10385","R135","R135","2",2018,4.9,35.6002145,22.5,0
"10388","R139","R139","2",2018,4.1,35.1,24.2,0
"10388","R139","R139","10",2018,21.6,38.6,23.5,0
"10388","R139","R139","5",2018,10.6,36.52778533,26.4,0
"10388","R139","R139","12",2018,23.2,38.7,23.9,1
"10389","R139","R139","10",2018,21.6,39.06184724,23.8,0
"10389","R139","R139","12",2018,21.9,38.97689256,23.9,1
"10389","R139","R139","2",2018,3.7,33.9,24.2,0
"10389","R139","R139","5",2018,10.7,37.57316547,26.4,0
"10390","R139","R139","5",2018,10.5,37.12627512,26.4,0
"10390","R139","R139","10",2018,21.7,40.10316166,23.5,0
"10390","R139","R139","12",2018,23.1,38.33757137,23.9,1
"10390","R139","R139","2",2018,3.6,33.4,24.3,0
"10391","R139","R139","2",2018,2.6,33.7,24.4,0
"10391","R139","R139","12",2018,16.6,37.61520609,23.8,1
"10391","R139","R139","10",2018,11.7,37.8212237,23.7,0
"10391","R139","R139","5",2018,5.5,35.52861854,26.5,0
"10394","R137","R138","5",2018,13.4,35.80089643,22.7,0
"10394","R137","R138","10",2018,24,37.53553582,24.1,0
"10394","R137","R138","12",2018,24.5,39.78357134,22.4,1
"10394","R137","R138","2",2018,5.5,36.01857634,23.6,0
"10395","R138","R137","12",2018,26.3,40.04969195,21.5,1
"10395","R138","R137","2",2018,3.7,34.37687263,23.7,0
"10395","R138","R137","10",2018,24.7,38.8,23.9,0
"10395","R138","R137","5",2018,12.2,35.98298166,22.6,0
"10396","R138","R138","2",2018,1.6,32.1,23.7,1
"10397","R138","R138","2",2018,4,33.6,23.7,0
"10397","R138","R138","12",2018,24.8,38.27401715,22.5,1
"10397","R138","R138","5",2018,10,35.48720545,22.7,0
"10397","R138","R138","10",2018,23.4,39.48670274,24.1,0
"10398","R140","R140","2",2018,4.5,36.1,24.5,0
"10398","R140","R140","12",2018,23.9,39.1,21.2,1
"10398","R140","R140","5",2018,13.6,38.06050009,26.5,0
"10398","R140","R140","10",2018,23.3,40.6045112,24.4,0
"10399","R140","R140","10",2018,24.5,40.06237273,24.4,0
"10399","R140","R140","5",2018,14.6,37.38570718,26.5,0
"10399","R140","R140","12",2018,25.5,36.7,21.1,1
"10399","R140","R140","2",2018,4.7,36,24.5,0
"10400","R140","R140","5",2018,8.4,37.17450211,26.5,0
"10400","R140","R140","2",2018,2.4,35.4,24.6,0
"10400","R140","R140","10",2018,17.9,39.00138451,24.3,0
"10400","R140","R140","12",2018,21,39.2848636,21.2,1
"10401","R140","R140","12",2018,20.6,39.11915387,21.3,1
"10401","R140","R140","2",2018,3.4,34.8,24.6,0
"10401","R140","R140","10",2018,19.1,38.97403277,24.5,0
"10401","R140","R140","5",2018,10.2,37.78590765,26.5,0
"10402","R141","R142","2",2018,5,37.53287121,19.7,0
"10402","R141","R142","5",2018,13.8,36.76985973,17.3,0
"10402","R141","R142","12",2018,24.1,37.9,24,1
"10402","R141","R142","10",2018,21.3,37.79801153,16.8,0
"10403","R141","R142","5",2018,15.8,38.69482593,17.2,0
"10403","R141","R142","10",2018,24,37.46132922,16.8,0
"10403","R141","R142","2",2018,5.7,34.53365744,19.7,0
"10403","R141","R142","12",2018,25.6,37.64419569,24.1,1
"10404","R141","R142","5",2018,12.7,36.59348092,17.2,0
"10404","R141","R142","12",2018,23.5,40.07392465,24.1,1
"10404","R141","R142","2",2018,4,33.1,19.7,0
"10404","R141","R142","10",2018,20.9,38.22462826,16.8,0
"10405","R141","R141","12",2018,17.5,39.002957,24.3,1
"10405","R141","R141","5",2018,7.3,35.5,17.1,0
"10405","R141","R141","10",2018,14,38.95421281,17,0
"10405","R141","R141","2",2018,2.2,32.6,19.7,0
"10406","R142","R141","5",2018,11.4,35.4,17,0
"10406","R142","R141","12",2018,22.5,38.72271945,24.2,1
"10406","R142","R141","10",2018,20.4,39.11211782,17,0
"10406","R142","R141","2",2018,3.2,36.1,19.5,0
"10407","R142","R141","12",2018,20.8,40,24.3,1
"10407","R142","R141","5",2018,8.9,35.42939445,16.9,0
"10407","R142","R141","10",2018,17.1,38.99054053,17.1,0
"10407","R142","R141","2",2018,2.3,34.2,19.5,0
"10408","R142","R141","5",2018,13.8,38.83546267,16.9,0
"10408","R142","R141","12",2018,23.9,38.00538669,24.3,1
"10408","R142","R141","2",2018,4.3,34,19.5,0
"10408","R142","R141","10",2018,21.4,40.11913117,17.1,0
"10411","R144","R146","2",2018,3.3,34.6,23.5,1
"10412","R144","R146","2",2018,3.5,35.1,23.5,0
"10412","R144","R146","5",2018,4.2,34.9,22.5,1
"10413","R144","R146","2",2018,2.8,34.6,23.7,1
"10414","R144","R146","2",2018,3.5,33.5,23.7,0
"10414","R144","R146","5",2018,5.1,36.4,22.5,1
"10415","R146","R147","2",2018,4.4,37.8,25.5,0
"10415","R146","R147","5",2018,5.7,34,22.2,1
"10416","R146","R147","2",2018,2.5,35.7,25.5,0
"10416","R146","R147","12",2018,24.4,39.95890839,28.2,1
"10416","R146","R147","5",2018,2.8,34.6,22.1,0
"10417","R146","R147","12",2018,19.2,41.5,27.2,1
"10417","R146","R147","5",2018,8.3,34.71703883,22.1,0
"10417","R146","R147","10",2018,17.4,37.93188533,22.4,0
"10417","R146","R147","2",2018,4.2,34.8,25.5,0
"10418","R146","R147","2",2018,4,34.4,25.5,1
"10419","R147","R144","10",2018,26.3,37.61329156,21.4,0
"10419","R147","R144","2",2018,4.1,36.5,25.2,0
"10419","R147","R144","5",2018,11.6,37.40637211,21.7,0
"10419","R147","R144","12",2018,27,37.9,25.5,1
"10420","R147","R144","5",2018,5.8,34.5,21.8,0
"10420","R147","R144","10",2018,14.4,37.75612924,21.4,0
"10420","R147","R144","12",2018,20.8,40.24355178,25.6,1
"10420","R147","R144","2",2018,2.3,34.8,25.2,0
"10421","R147","R144","2",2018,6.5,35.9,25.2,0
"10421","R147","R144","10",2018,30.1,38.3371393,21.4,0
"10421","R147","R144","5",2018,15.1,36.76737449,21.8,0
"10421","R147","R144","12",2018,29,38.82061114,25.6,1
"10422","R147","R144","2",2018,5.3,35.3,25.3,1
"10423","R145","R148","12",2018,18.2,38.9,26,1
"10423","R145","R148","10",2018,15.1,38.60536813,22.6,0
"10423","R145","R148","2",2018,2.7,34.8,20.4,0
"10423","R145","R148","5",2018,6.9,37.41673262,20.8,0
"10424","R145","R148","10",2018,20,38.90518243,22.5,0
"10424","R145","R148","2",2018,4.4,32.9,20.4,0
"10424","R145","R148","12",2018,22.8,41.5,25.9,1
"10424","R145","R148","5",2018,10.4,38.34575844,20.8,0
"10425","R145","R148","12",2018,20.9,39.34509073,25.9,1
"10425","R145","R148","5",2018,11.9,37.43961781,20.8,0
"10425","R145","R148","10",2018,20.9,38.5,22.5,0
"10425","R145","R148","2",2018,5.5,33.1,20.5,0
"10426","R148","R153","12",2018,24.9,36.74079837,18.5,1
"10426","R148","R153","2",2018,3.3,32.6,19.6,0
"10426","R148","R153","5",2018,9.9,33.6,20.4,0
"10426","R148","R153","10",2018,24,39.54251213,24.7,0
"10427","R148","R153","5",2018,5,31.1,20.5,1
"10427","R148","R153","2",2018,2.1,31.7,19.6,0
"10428","R148","R153","2",2018,3,31.4,19.6,0
"10428","R148","R153","5",2018,7.9,33.1,20.5,1
"10429","R148","R153","12",2018,23.4,37.6,18.5,1
"10429","R148","R153","10",2018,21.9,40.8,24.7,0
"10429","R148","R153","2",2018,3.5,31.8,19.6,0
"10429","R148","R153","5",2018,8.9,33.8,20.5,0
"10430","R153","R145","10",2018,21.4,39.60959268,25.9,0
"10430","R153","R145","2",2018,4.4,29.6,19.2,0
"10430","R153","R145","5",2018,10.6,37.06265476,22.5,0
"10430","R153","R145","12",2018,22.4,40.3,26.1,1
"10431","R153","R145","2",2018,2.6,30.5,19.3,0
"10431","R153","R145","5",2018,3.6,35.2,22.6,1
"10432","R153","R145","12",2018,25,39.39517148,26.2,1
"10432","R153","R145","2",2018,6.6,32.1,19.4,0
"10432","R153","R145","10",2018,26,39.21544187,25.9,0
"10432","R153","R145","5",2018,15.2,38.57444398,22.5,0
"10433","R153","R148","2",2018,2.1,30.1,19.4,1
"10434","R152","R150","5",2018,12.3,35.87019538,18.1,0
"10434","R152","R150","12",2018,22.9,37.24627921,18.9,1
"10434","R152","R150","10",2018,21.4,38.87852856,21.2,0
"10434","R152","R150","2",2018,4.1,36.07150807,20.7,0
"10435","R152","R150","2",2018,2.4,34.4,20.7,0
"10435","R152","R150","10",2018,19.4,37.95622332,21.1,0
"10435","R152","R150","12",2018,22.1,36.19345952,18.9,1
"10435","R152","R150","5",2018,9.9,34,18.1,0
"10436","R150","R152","12",2018,24.2,39.6,18.4,1
"10436","R150","R152","5",2018,10.6,35.6247374,23.1,0
"10436","R150","R152","2",2018,3.6,34.2,20.6,0
"10436","R150","R152","10",2018,22.7,39.86854862,24.2,0
"10437","R150","R152","12",2018,22.5,38.78952031,18.4,1
"10437","R150","R152","10",2018,20.7,40.11372823,24.5,0
"10437","R150","R152","2",2018,2.9,32.4,20.2,0
"10437","R150","R152","5",2018,10.3,36.34351011,23.1,0
"10438","R149","R149","5",2018,5.7,33.8,23.1,1
"10438","R149","R149","2",2018,3,31.7,22.2,0
"10441","R151","R151","12",2018,25.2,41.47912474,18.2,1
"10441","R151","R151","2",2018,4.8,32.9,24,0
"10441","R151","R151","10",2018,22.9,38.41385381,20.1,0
"10441","R151","R151","5",2018,8.2,34.7,20.4,0
"10442","R154","R154","12",2018,22.8,38.67373047,22.8,1
"10442","R154","R154","5",2018,10.4,37.5520882,22.4,0
"10442","R154","R154","2",2018,4.6,37.76448564,21.6,0
"10442","R154","R154","10",2018,22.6,40.88479882,18.2,0
"10443","R154","R154","12",2018,15.4,39.5994111,22.8,1
"10443","R154","R154","5",2018,7.2,36.72465011,22.4,0
"10443","R154","R154","10",2018,14,37.71601101,18.2,0
"10443","R154","R154","2",2018,3.9,36,21.7,0
"10444","R154","R154","12",2018,25.7,39.148749,22.8,1
"10444","R154","R154","2",2018,5.4,37.1,21.8,0
"10444","R154","R154","5",2018,13.4,36.90972738,22.4,0
"10444","R154","R154","10",2018,25.8,38.6,18.3,0
"10445","R154","R154","2",2018,2.8,35.2,21.8,1
"10447","R155","R155","12",2018,22.5,39.15076715,20.2,1
"10447","R155","R155","10",2018,23.6,39.96521343,21.9,0
"10447","R155","R155","2",2018,4.8,34.07899294,23.5,0
"10447","R155","R155","5",2018,12.6,36.70707669,25.7,0
"10448","R155","R155","2",2018,4.1,34.8,23.5,0
"10448","R155","R155","5",2018,7.5,36.60841159,25.5,1
"10449","R155","R155","5",2018,6.7,36.91351478,25.5,0
"10449","R155","R155","2",2018,2.9,34.5,23.5,0
"10449","R155","R155","12",2018,15.9,39.28606228,20.2,1
"10449","R155","R155","10",2018,14.3,37.64237809,22,0
"10450","R159","R159","12",2018,17.7,40.20001799,24.4,1
"10450","R159","R159","10",2018,13.3,36.84312104,18.5,0
"10450","R159","R159","5",2018,7.4,36.3,20.1,0
"10450","R159","R159","2",2018,2.7,31.7,18.4,0
"10451","R159","R159","2",2018,4.2,30.4,18.4,0
"10451","R159","R159","12",2018,21.1,38.9924792,24.8,1
"10451","R159","R159","10",2018,18.9,39.70594255,18.5,0
"10451","R159","R159","5",2018,12.5,35.8,20.1,0
"10452","R159","R159","10",2018,20.5,37.57100632,18.5,0
"10452","R159","R159","5",2018,11.2,36.89062177,20.1,0
"10452","R159","R159","2",2018,3.8,31.4,18.4,0
"10452","R159","R159","12",2018,22.4,39.14655201,24.5,1
"10453","R156","R157","2",2018,1.9,35.2,22.8,1
"10454","R156","R157","2",2018,2.6,33,22.8,1
"10455","R156","R157","5",2018,5.1,29.7,17.2,1
"10455","R156","R157","2",2018,3.4,34.7,22.8,0
"10457","R157","R156","2",2018,2.8,36.5,24.6,0
"10457","R157","R156","5",2018,3.6,33.28274733,19.2,1
"10458","R157","R156","5",2018,7.7,34.39718125,19.2,1
"10458","R157","R156","2",2018,4,34.1,24.6,0
"10459","R157","R156","10",2018,18,37.04968931,22,0
"10459","R157","R156","2",2018,4.4,33.8,24.6,0
"10459","R157","R156","5",2018,11.7,35.52064503,19.1,0
"10459","R157","R156","12",2018,19.3,38.8277022,21.8,1
"10460","R157","R157","5",2018,7.7,31.4,17.1,1
"10460","R157","R157","2",2018,3.9,33.7,24.6,0
"10461","R160","R162","12",2018,20.8,39.81640114,26.7,1
"10461","R160","R162","2",2018,2.9,29.6,23.1,0
"10461","R160","R162","10",2018,18.1,40.65973733,22.8,0
"10461","R160","R162","5",2018,8.3,33.4,20.5,0
"10462","R160","R162","2",2018,2.9,30.1,22.8,0
"10462","R160","R162","5",2018,5.4,33.2,20.4,0
"10462","R160","R162","12",2018,13.6,36.88597825,26.8,1
"10462","R160","R162","10",2018,9,36.3,22.8,0
"10463","R158","R160","2",2018,2.6,33.1,24.3,1
"10464","R158","R160","2",2018,5,34.4,24.3,0
"10464","R158","R160","10",2018,22.9,39.36362876,24.9,0
"10464","R158","R160","12",2018,25.7,38.60669055,23.8,1
"10464","R158","R160","5",2018,9.1,33.66466534,18,0
"10465","R158","R162","2",2018,5.1,34.9,24.4,0
"10465","R158","R162","5",2018,11.6,33.5245451,20.5,0
"10465","R158","R162","12",2018,25.6,40.40957918,26.5,1
"10465","R158","R162","10",2018,22.8,38.36134263,22.9,0
"10466","R158","R158","2",2018,5.4,34.1,24.4,0
"10466","R158","R158","5",2018,10.3,36.59360605,20.2,0
"10466","R158","R158","10",2018,22,38.22237299,22.4,1
"10467","R162","R158","2",2018,2.4,33.3,24.9,0
"10467","R162","R158","5",2018,3.9,32.9985315,20.2,1
"10468","R162","R158","10",2018,18.8,38.71965824,22.5,0
"10468","R162","R158","12",2018,21,39.89974053,28.1,1
"10468","R162","R158","5",2018,8.3,35.98432034,20.3,0
"10468","R162","R158","2",2018,4.8,35,24.9,0
"10469","R162","R158","12",2018,23.4,40.42054901,28.1,1
"10469","R162","R158","5",2018,9.5,35.40559463,20.2,0
"10469","R162","R158","10",2018,21.8,40.38729528,22.4,0
"10469","R162","R158","2",2018,5.5,35.2,24.9,0
"10471","R165","R166","5",2018,5.6,33.8,22.4,1
"10471","R165","R166","2",2018,2.9,34.4,26.2,0
"10472","R165","R166","12",2018,11.5,40.03677664,24.2,1
"10472","R165","R166","5",2018,7.4,35.94044024,22.4,0
"10472","R165","R166","10",2018,11.8,36.4030216,22.1,0
"10472","R165","R166","2",2018,4.1,35.5,26.2,0
"10473","R165","R166","2",2018,1.8,35,26.2,1
"10474","R166","R165","12",2018,21.8,39.69724248,23.4,1
"10474","R166","R165","5",2018,7.7,36.06355177,22.1,0
"10474","R166","R165","2",2018,4.1,38.19356626,26.3,0
"10474","R166","R165","10",2018,16.5,36.56460698,22.1,0
"10475","R166","R165","2",2018,2.3,36.37610685,26.3,1
"10476","R166","R165","12",2018,19.8,39.34850618,23.4,1
"10476","R166","R165","2",2018,4.8,35.7,26.3,0
"10476","R166","R165","10",2018,18.7,21.92164494,22.1,0
"10476","R166","R165","5",2018,10.3,35.49452559,22.1,0
"10477","R173","R163","2",2018,3.6,33.19900203,18.9,1
"10478","R163","R173","2",2018,2.1,26.93419396,19.9,1
"10479","R163","R163","2",2018,2.2,27.06582226,19.9,1
"10480","R163","R163","12",2018,20,40.00665103,21.8,1
"10480","R163","R163","5",2018,5.7,34.3032884,20.3,0
"10480","R163","R163","2",2018,3.3,28.346151,20,0
"10480","R163","R163","10",2018,16.5,38.83326291,26.1,0
"10482","R164","R164","2",2018,2.5,30.2,18,0
"10482","R164","R164","12",2018,7.8,33.91958701,20.6,1
"10482","R164","R164","10",2018,9.3,37.72831649,18.4,0
"10482","R164","R164","5",2018,5.7,31.2,18.5,0
"10483","R164","R164","5",2018,11.3,31.78507077,18.5,0
"10483","R164","R164","2",2018,3.5,29.3,18,0
"10483","R164","R164","12",2018,23.6,38.62013827,20.7,1
"10483","R164","R164","10",2018,23,35.39523032,18.4,0
"10484","R167","R170","2",2018,2.6,28.9,22.1,1
"10485","R167","R170","5",2018,11.6,37.91231096,22.5,0
"10485","R167","R170","2",2018,5.9,30.2,22,0
"10485","R167","R170","10",2018,23.2,36.17780695,20.6,0
"10485","R167","R170","12",2018,25.3,38.08367742,21.1,1
"10486","R168","R169","5",2018,8.9,36.51525863,20.9,0
"10486","R168","R169","2",2018,2.6,29.7,21,0
"10486","R168","R169","10",2018,22,38.61917061,21.2,0
"10486","R168","R169","12",2018,25.2,38.92185792,20,1
"10487","R168","R168","2",2018,1.7,30.3,21,1
"10488","R168","R168","2",2018,3,29.2,21.1,1
"10489","R169","R168","2",2018,4.6,31,20.8,1
"10490","R170","R167","10",2018,19.9,40.54597266,20.1,0
"10490","R170","R167","5",2018,9.6,30.75474526,17.5,0
"10490","R170","R167","12",2018,22.8,38.45574154,19.9,1
"10490","R170","R167","2",2018,3.5,35.4053692,23.4,0
"10491","R170","R167","10",2018,21.1,39.65156707,20.1,0
"10491","R170","R167","5",2018,8.3,32.06410461,17.5,0
"10491","R170","R167","2",2018,3.4,34.4,23.4,0
"10491","R170","R167","12",2018,24.7,39.35345517,19.9,1
"10492","R172","R172","2",2018,2.9,30.1,19.7,1
"10493","R172","R172","2",2018,4.5,32,19.8,0
"10493","R172","R172","5",2018,6.6,33.12181777,22.3,1
"10504","R175","R175","2",2018,3.3,35,23.2,1
"10505","R175","R175","5",2018,2.9,32.7,21.2,1
"10505","R175","R175","2",2018,2.6,33.9,23.2,0
"10506","R175","R175","10",2018,15.2,36.41457076,22.1,0
"10506","R175","R175","12",2018,20,38.99766505,21,1
"10506","R175","R175","2",2018,4.2,34.6,23.3,0
"10506","R175","R175","5",2018,5.5,34.1,21.3,0
