"BirdID","Brood.natal","Brood.rearing","Age","Year","Mass","max.temp","Air.temp","surv"
"10168","R067","R071","2",2018,3.2,25.03925352,18.3,1
"10168","R067","R071","12",2018,17.5,39.4487364,23.5,1
"10169","R067","R071","12",2018,23,39.7,23.5,0
"10169","R067","R071","5",2018,9.9,34.5,19.1,1
"10169","R067","R071","2",2018,3.7,25.98556461,18.3,1
"10169","R067","R071","10",2018,21.6,37.8505331,20.5,1
"10170","R069","R073","12",2018,21.9,36.7736152,20.9,1
"10170","R069","R073","5",2018,11.3,36.66585381,24.6,1
"10170","R069","R073","10",2018,21,39.3961273,18.7,1
"10170","R069","R073","2",2018,4.6,30.74628234,17.2,0
"10171","R069","R073","10",2018,22.9,38.57743567,18.7,1
"10171","R069","R073","5",2018,11.5,35.6238799,24.6,0
"10171","R069","R073","2",2018,4.8,31.8435991,17.2,1
"10171","R069","R073","12",2018,25.7,38.43674713,20.9,1
"10172","R069","R073","12",2018,12.4,37.46286028,20.9,1
"10172","R069","R073","10",2018,10.7,37.18126974,18.7,1
"10172","R069","R073","2",2018,2.9,29.71156276,17.2,1
"10172","R069","R073","5",2018,7.1,34.26704957,24.6,1
"10173","R069","R069","5",2018,12.2,39.70017919,24.1,1
"10173","R069","R069","12",2018,24.2,39.25975957,20.1,1
"10173","R069","R069","2",2018,4.8,29.33179852,17.2,1
"10173","R069","R069","10",2018,22.6,39.9971425,18.4,1
"10174","R073","R070","2",2018,4.8,27.77715751,17.1,1
"10175","R073","R070","2",2018,4.5,28.52132854,17.1,1
"10175","R073","R070","5",2018,8.2,36.95038838,24.5,1
"10176","R073","R069","2",2018,2.4,26.79638187,17.1,0
"10177","R070","R069","5",2018,13.5,36.52919569,24.1,1
"10177","R070","R069","10",2018,21.9,38.73442683,18.5,1
"10177","R070","R069","2",2018,4.8,33.13603599,16.8,1
"10177","R070","R069","12",2018,23.6,39.23512704,20.2,1
"10178","R070","R069","12",2018,18.5,38.31912662,20.2,1
"10178","R070","R069","2",2018,3.6,30.51595767,16.7,1
"10178","R070","R069","5",2018,8.3,35.28797379,24.1,1
"10178","R070","R069","10",2018,14.1,36.22442022,18.5,1
"10179","R072","R066","5",2018,14.6,37.79649311,24.1,1
"10179","R072","R066","2",2018,5.4,32.4,16.9,1
"10179","R072","R066","10",2018,23.2,38.87298729,21.4,1
"10179","R072","R066","12",2018,25.7,40.96468538,25,1
"10180","R072","R066","5",2018,13.8,37.2693322,23.9,1
"10180","R072","R066","2",2018,5.8,31.9,16.9,1
"10180","R072","R066","10",2018,25.5,38.45261738,21.2,1
"10180","R072","R066","12",2018,27.2,39.01208555,25.1,1
"10181","R072","R066","5",2018,11.4,38.26691005,24.2,1
"10181","R072","R066","2",2018,2.7,30.3,16.8,1
"10181","R072","R066","12",2018,28.1,40.0471826,25.1,1
"10181","R072","R066","10",2018,23.6,38.03772282,21.2,1
"10182","R072","R072","12",2018,25.1,39.93250774,25.4,1
"10182","R072","R072","2",2018,5,30.7,16.8,1
"10182","R072","R072","10",2018,22.6,39.25114308,20.2,1
"10182","R072","R072","5",2018,11.9,37.53694973,22.8,0
"10183","R066","R072","10",2018,22.4,39.438348,20.4,1
"10183","R066","R072","12",2018,23.6,39.23525972,25.4,1
"10183","R066","R072","5",2018,13.4,38.38707668,23,1
"10183","R066","R072","2",2018,4.7,36.8903206,18.3,1
"10184","R066","R072","5",2018,12.4,38.7216378,23,1
"10184","R066","R072","12",2018,24.1,38.69266998,25.4,1
"10184","R066","R072","10",2018,23.4,39.67656462,20.3,1
"10184","R066","R072","2",2018,4.6,33.87434699,18.1,1
"10185","R066","R072","10",2018,20.4,40.72010505,20.4,1
"10185","R066","R072","12",2018,21.7,40.7,25.4,1
"10185","R066","R072","5",2018,11.7,39.14786479,22.9,1
"10185","R066","R072","2",2018,4.3,32.7,18,1
"10186","R074","R076","12",2018,19.5,38.43173878,16.7,1
"10186","R074","R076","10",2018,15.5,39.63648083,22.1,0
"10186","R074","R076","5",2018,9,32.52226297,15.8,0
"10186","R074","R076","2",2018,4.7,32.9,19.4,0
"10187","R074","R076","12",2018,19.4,37.81484708,15.9,1
"10187","R074","R076","10",2018,15.1,39.11853957,22.1,0
"10187","R074","R076","5",2018,7.1,31.5701403,15.8,0
"10187","R074","R076","2",2018,3.2,31.8,19.5,0
"10188","R074","R076","12",2018,23.9,38.62680165,16.4,1
"10188","R074","R076","5",2018,10.8,31.07596714,15.8,0
"10188","R074","R076","2",2018,4.7,31.1,19.5,0
"10188","R074","R076","10",2018,21.5,40.53973711,22,0
"10189","R076","R074","2",2018,4.7,32.1,19.1,0
"10189","R076","R074","12",2018,21.8,39.27360137,19.4,1
"10189","R076","R074","5",2018,10.1,31.92833197,19.2,0
"10189","R076","R074","10",2018,20.4,39.64890137,20.9,0
"10190","R076","R074","10",2018,13.3,37.64464316,20.9,0
"10190","R076","R074","5",2018,5.2,31.14589688,19.2,0
"10190","R076","R074","12",2018,16.7,40.49951233,19.2,1
"10190","R076","R074","2",2018,3.2,34.4,19.1,0
"10191","R076","R074","2",2018,4.6,34.5,19.1,0
"10191","R076","R074","10",2018,21.8,38.92805659,20.9,0
"10191","R076","R074","5",2018,10.4,35.0172772,19.2,0
"10191","R076","R074","12",2018,23.1,39.87131085,19.3,1
"10192","R076","R076","5",2018,8.1,31.17256099,15.8,1
"10192","R076","R076","2",2018,3.8,32.1,19.1,0
"10195","R075","R077","2",2018,2.7,33.3,17.7,0
"10195","R075","R077","5",2018,8.7,36.89279035,23.8,0
"10195","R075","R077","12",2018,21.8,36.96860139,19.4,1
"10195","R075","R077","10",2018,20,37.45872664,18.1,0
"10196","R075","R077","2",2018,3.6,32.9,17.6,0
"10196","R075","R077","10",2018,22.8,38.46266752,18,0
"10196","R075","R077","12",2018,23.1,40.64085214,19.5,1
"10196","R075","R077","5",2018,8.8,36.80073888,23.8,0
"10197","R075","R077","10",2018,23.7,37.29490966,18,0
"10197","R075","R077","5",2018,12.1,37.25454841,23.8,0
"10197","R075","R077","12",2018,23.8,38.32137652,19.4,1
"10197","R075","R077","2",2018,4.4,32.8,17.6,0
"10198","R075","R075","2",2018,3.6,32.1,17.6,1
"10199","R075","R075","12",2018,21.7,40.60329506,20,1
"10199","R075","R075","10",2018,21.3,38.44577841,14.5,0
"10199","R075","R075","5",2018,9.2,33.5,16.3,0
"10199","R075","R075","2",2018,4.3,31.8,17.6,0
"10200","R046","R075","5",2018,8.8,35.62215126,16.2,0
"10200","R046","R075","10",2018,20.1,37.69181172,14.4,0
"10200","R046","R075","12",2018,21.2,39.51462479,19.9,1
"10200","R046","R075","2",2018,4.2,33.1,19.2,0
"10201","R046","R075","10",2018,12.7,36.61898701,14.5,1
"10201","R046","R075","2",2018,2.9,32.8,19.1,0
"10201","R046","R075","5",2018,5.1,31.8,16.2,0
"10202","R046","R075","5",2018,8.4,33.73074999,16.2,0
"10202","R046","R075","10",2018,19.3,39.99803725,14.5,0
"10202","R046","R075","2",2018,4.4,32.8,18.8,0
"10202","R046","R075","12",2018,20.1,38.96273614,19.9,1
"10203","R077","R078","5",2018,9.8,34.89597918,16.5,0
"10203","R077","R078","12",2018,19.8,37.84429798,19.8,1
"10203","R077","R078","2",2018,3.6,34,17.6,0
"10203","R077","R078","10",2018,17.8,37.96611194,15.6,0
"10204","R077","R078","2",2018,4.1,33.2,17.7,0
"10204","R077","R078","5",2018,11.9,34.74886898,16.5,0
"10204","R077","R078","12",2018,22.6,38.58276304,19.8,1
"10204","R077","R078","10",2018,21.2,37.52094522,15.4,0
"10205","R077","R078","10",2018,20.6,37.83954603,15.2,0
"10205","R077","R078","2",2018,4.6,33.2,17.7,0
"10205","R077","R078","12",2018,21.9,37.81010442,19.8,1
"10205","R077","R078","5",2018,12,35.51148366,16.3,0
"10206","R080","R081","2",2018,4.2,31.1024145,15.8,0
"10206","R080","R081","12",2018,25.6,37.46977664,19,1
"10206","R080","R081","10",2018,26.1,39.89887352,24.1,0
"10206","R080","R081","5",2018,11.8,35.82892647,20.6,0
"10207","R080","R081","12",2018,23.1,39.2,19,1
"10207","R080","R081","2",2018,3.6,28.59856684,15.8,0
"10207","R080","R081","5",2018,11,37.8,20.6,0
"10208","R080","R082","5",2018,3.1,27.9,16.8,1
"10208","R080","R082","2",2018,2.2,27.33195759,15.8,0
"10209","R082","R080","2",2018,3.5,30,17.5,1
"10210","R082","R080","2",2018,2.7,29,17.5,0
"10210","R082","R080","5",2018,3.9,29.4,16.6,1
"10211","R082","R080","5",2018,6.5,29.4,16.6,1
"10211","R082","R080","2",2018,3.9,29.9,17.3,0
"10212","R081","R082","5",2018,3.8,31.4,16.8,1
"10212","R081","R082","2",2018,2.6,31.5,19.2,0
"10213","R081","R082","10",2018,20.6,36.841911,14.6,0
"10213","R081","R082","5",2018,10.9,30,16.8,0
"10213","R081","R082","12",2018,22.2,36.8,20.5,1
"10213","R081","R082","2",2018,4.7,31,19.2,0
"10216","R086","R086","10",2018,22.4,38.75088506,22.5,0
"10216","R086","R086","12",2018,25.2,38.5,20.8,1
"10216","R086","R086","2",2018,3.7,37.17585735,24.6,0
"10216","R086","R086","5",2018,11,35.2652667,24.9,0
"10217","R086","R086","2",2018,4.8,35.2420456,24.5,0
"10217","R086","R086","10",2018,21.3,39.12378715,22,0
"10217","R086","R086","12",2018,22.8,39.2,20.8,1
"10217","R086","R086","5",2018,10.8,38.0804475,25.2,0
"10218","R083","R083","5",2018,13.8,34.49011422,19.5,0
"10218","R083","R083","10",2018,25.3,38.5,19.1,0
"10218","R083","R083","12",2018,25.9,38.5802799,17.9,1
"10218","R083","R083","2",2018,5.6,30.64784635,18.4,0
"10219","R083","R083","10",2018,24.7,39.3,19.1,0
"10219","R083","R083","2",2018,5.1,31.9,18.4,0
"10219","R083","R083","5",2018,12,35.87161114,19.5,0
"10219","R083","R083","12",2018,25.3,37.49981651,18.1,1
"10220","R083","R083","2",2018,5.4,31.8,18.4,0
"10220","R083","R083","12",2018,24,38.3,18,1
"10220","R083","R083","5",2018,13.9,34.54287665,19.5,0
"10220","R083","R083","10",2018,24.9,39.43841099,19.1,0
"10221","R089","R089","5",2018,9.5,36.04891989,20.8,0
"10221","R089","R089","2",2018,4.2,36.83012704,20.4,0
"10221","R089","R089","10",2018,24.5,40.4,21.9,0
"10221","R089","R089","12",2018,24.6,38.00052347,17.6,1
"10222","R089","R089","12",2018,24.6,38.46055888,17.6,1
"10222","R089","R089","10",2018,24.2,39.4,22,0
"10222","R089","R089","5",2018,10.4,36.71856713,20.8,0
"10222","R089","R089","2",2018,4.8,35.312961,20.4,0
"10223","R089","R089","2",2018,2.6,30.4265158,20.5,0
"10223","R089","R089","12",2018,18.9,38.66445257,17.6,1
"10223","R089","R089","5",2018,5.7,34.7,20.9,0
"10223","R089","R089","10",2018,16,39.1,22,0
"10224","R085","R084","5",2018,9.6,35.5,21.2,0
"10224","R085","R084","10",2018,20,39.92198455,19.7,0
"10224","R085","R084","12",2018,22.4,38.22537744,17.1,1
"10224","R085","R084","2",2018,2.8,29.14869628,22.3,0
"10225","R085","R084","10",2018,26,39.3922593,19.8,0
"10225","R085","R084","5",2018,14.4,35.47490185,21.2,0
"10225","R085","R084","2",2018,5.3,32.7040625,22.2,0
"10225","R085","R084","12",2018,25.9,38.94462039,17.1,1
"10226","R085","R085","5",2018,15.2,37.07775907,21.6,0
"10226","R085","R085","2",2018,6.7,31.04756488,22.2,0
"10226","R085","R085","10",2018,23.1,38.40015153,19.7,1
"10227","R085","R085","2",2018,5.7,30.25013498,22.3,0
"10227","R085","R085","10",2018,21.1,38.31858954,19.8,1
"10227","R085","R085","5",2018,12.4,36.41820194,21.5,0
"10228","R084","R085","5",2018,10.8,40.64548671,21.6,0
"10228","R084","R085","10",2018,19.5,38.57230724,19.6,1
"10228","R084","R085","2",2018,4.3,32.83829647,22.1,0
"10229","R084","R085","10",2018,21.7,39.75029039,19.6,1
"10229","R084","R085","2",2018,4.5,33.78072696,22.1,0
"10229","R084","R085","5",2018,11.5,36.56585318,21.6,0
"10233","R092","R090","12",2018,22.6,39.75355471,17.4,1
"10233","R092","R090","2",2018,6.1,35.98105009,20.9,0
"10233","R092","R090","5",2018,9.9,36.11976172,20.1,0
"10234","R092","R090","2",2018,6.2,33.8,20.9,0
"10234","R092","R090","5",2018,15.5,36.84405109,20.2,0
"10234","R092","R090","12",2018,26,40.08595748,17.3,1
"10235","R092","R090","5",2018,12.4,36.85554732,20.2,0
"10235","R092","R090","12",2018,24.1,37.28866765,17.4,1
"10235","R092","R090","2",2018,4.6,33.4,21,0
"10236","R090","R092","5",2018,7.8,35.75624449,19.3,0
"10236","R090","R092","2",2018,2.6,35.8,20.5,0
"10236","R090","R092","12",2018,10.5,34.29686846,18.6,1
"10237","R090","R092","12",2018,18.4,40.6,18.5,1
"10237","R090","R092","5",2018,11.4,36.78788484,19.4,0
"10237","R090","R092","2",2018,4,33.8,20.5,0
"10238","R090","R092","12",2018,13.5,36.44079615,18.5,1
"10238","R090","R092","5",2018,8.9,36.72461292,19.4,0
"10238","R090","R092","2",2018,3.7,33.1,20.5,0
"10239","R091","R091","10",2018,18.9,38.53862102,18.3,0
"10239","R091","R091","2",2018,3.7,34.5,21.6,0
"10239","R091","R091","12",2018,21.9,38.80241758,18.7,1
"10239","R091","R091","5",2018,11.3,36.74722293,21.6,0
"10240","R091","R091","10",2018,20.5,40.84302454,18.2,0
"10240","R091","R091","5",2018,12.6,36.57792993,21.7,0
"10240","R091","R091","12",2018,24.4,40.31070023,18.6,1
"10240","R091","R091","2",2018,4.1,36,21.6,0
"10241","R091","R091","2",2018,3.8,35,21.6,0
"10241","R091","R091","12",2018,14.1,38.7,18.7,1
"10241","R091","R091","5",2018,8.6,35.13074358,21.6,0
"10241","R091","R091","10",2018,12.2,36.86785859,18.2,0
"10242","R087","R094","12",2018,20.3,37.02549857,17.4,1
"10242","R087","R094","2",2018,5.8,27.1,16.5,0
"10242","R087","R094","5",2018,14.1,37.10545934,20.7,0
"10243","R087","R094","5",2018,12.6,38.72670343,20.8,1
"10243","R087","R094","2",2018,4.4,26.9,16.5,0
"10244","R087","R094","5",2018,12,37.79519996,20.8,0
"10244","R087","R094","12",2018,16.5,36.68624261,17.4,1
"10244","R087","R094","2",2018,2.9,26.9,16.6,0
"10245","R087","R087","2",2018,5.9,26.1,16.7,0
"10245","R087","R087","12",2018,24.6,39.83297241,21.1,1
"10245","R087","R087","10",2018,21.2,38.50059945,15.1,0
"10245","R087","R087","5",2018,10.2,35,15,0
"10246","R094","R087","12",2018,22.5,38.7,21.1,1
"10246","R094","R087","10",2018,22.2,40.21060207,15.1,0
"10246","R094","R087","5",2018,13.3,35.51414099,14.9,0
"10246","R094","R087","2",2018,6.6,34.41346992,17.2,0
"10247","R094","R087","12",2018,22.9,38.95529576,21.1,1
"10247","R094","R087","5",2018,15.2,37.05628807,14.9,0
"10247","R094","R087","2",2018,8,34.92866617,17.2,0
"10247","R094","R087","10",2018,22.5,37.01751711,15.1,0
"10248","R094","R087","12",2018,18.9,39.83297241,21.1,1
"10248","R094","R087","5",2018,9,35.76270714,14.9,0
"10248","R094","R087","10",2018,16.5,38.8618135,15.1,0
"10248","R094","R087","2",2018,4.3,32.2,17.3,0
"10254","R093","R093","12",2018,23,40.6,24.8,1
"10254","R093","R093","10",2018,19.3,39.09007985,20.7,0
"10254","R093","R093","5",2018,10.4,38.02253132,16.9,0
"10254","R093","R093","2",2018,4,33.58529895,20.9,0
"10255","R093","R093","2",2018,4,32.7,20.9,0
"10255","R093","R093","5",2018,10.4,35.71895575,16.9,0
"10255","R093","R093","12",2018,23,39.24180269,24.8,1
"10255","R093","R093","10",2018,20.7,38.32076349,20.7,0
"10256","R093","R093","2",2018,1.9,32.7,21,1
"10257","R093","R093","2",2018,4.2,32.3,21.1,0
"10257","R093","R093","10",2018,18.7,39.40192186,20.6,0
"10257","R093","R093","5",2018,9.7,36.63196893,16.9,0
"10257","R093","R093","12",2018,21.3,39.9,24.8,1
"10259","R095","R095","2",2018,3.8,33,19.5,1
"10260","R095","R095","2",2018,4.1,33.65947846,19.5,1
"10261","R095","R095","2",2018,2,31.5,19.5,1
"10262","R095","R095","2",2018,2.8,30.9,19.5,1
"10263","R099","R099","5",2018,8.9,33.6332544,17.4,0
"10263","R099","R099","10",2018,21.8,38.42602667,23.8,1
"10263","R099","R099","2",2018,4.1,30.79169212,17.3,0
"10264","R099","R099","2",2018,4.1,30.43827465,17.4,0
"10264","R099","R099","10",2018,23.2,39.06875545,23.9,1
"10264","R099","R099","5",2018,9.4,33.1971413,17.3,0
"10265","R099","R099","5",2018,9.2,33.82675946,17.2,0
"10265","R099","R099","10",2018,23.5,37.99741412,23.9,1
"10265","R099","R099","2",2018,4.3,29.6,17.4,0
"10266","R099","R099","2",2018,2.9,29.2,17.5,0
"10266","R099","R099","5",2018,3.8,35.28722426,17.2,1
"10267","R097","R100","12",2018,14.4,38.46655819,21.8,1
"10267","R097","R100","5",2018,5.9,31.73707061,16.4,0
"10267","R097","R100","2",2018,3.1,32.00333447,17.1,0
"10267","R097","R100","10",2018,10.2,39.32558183,26.9,0
"10268","R097","R100","12",2018,24.1,39.11256877,21.5,1
"10268","R097","R100","10",2018,22.4,38.75527994,26.9,0
"10268","R097","R100","2",2018,4.4,33.50938356,17.1,0
"10268","R097","R100","5",2018,10.5,33.18531806,16.5,0
"10269","R097","R100","2",2018,4.7,32.07521819,17.1,0
"10269","R097","R100","12",2018,25.8,40.55192724,21.6,1
"10269","R097","R100","10",2018,23.2,40.03888657,26.9,0
"10269","R097","R100","5",2018,11.1,33.76914308,16.6,0
"10270","R097","R097","10",2018,14,39.33816603,23.9,0
"10270","R097","R097","5",2018,8.5,33.78922224,17.8,0
"10270","R097","R097","2",2018,3.9,31.09717964,17,0
"10270","R097","R097","12",2018,16.5,38.56353538,25,1
"10271","R098","R097","2",2018,2.8,31.90072421,16.9,0
"10271","R098","R097","5",2018,5.3,32.89443648,17.8,1
"10272","R098","R097","5",2018,7.5,32.97628929,17.6,0
"10272","R098","R097","10",2018,14.7,38.2693262,23.9,0
"10272","R098","R097","12",2018,16.8,38.76043713,25.1,1
"10272","R098","R097","2",2018,3.3,32.26599527,16.9,0
"10273","R098","R097","5",2018,7.4,31.47576479,17.8,0
"10273","R098","R097","2",2018,3.5,31.24508559,16.9,0
"10273","R098","R097","12",2018,16.7,38.7140646,25.1,1
"10273","R098","R097","10",2018,14.7,38.31476178,23.9,0
"10274","R100","R098","12",2018,25,39.4,25.6,1
"10274","R100","R098","10",2018,22.8,40,24,0
"10274","R100","R098","2",2018,4.3,33.72141705,16.9,0
"10274","R100","R098","5",2018,10.3,32.96123226,18,0
"10275","R100","R098","2",2018,5.8,32.00863116,16.9,0
"10275","R100","R098","10",2018,23.5,38.92866163,24,0
"10275","R100","R098","5",2018,12,34.11483718,18,0
"10275","R100","R098","12",2018,27,39.07061631,25.6,1
"10276","R100","R098","12",2018,19,39.4,25.6,1
"10276","R100","R098","5",2018,5.7,30.80474153,18.1,0
"10276","R100","R098","10",2018,13.1,36.94405821,24.1,0
"10276","R100","R098","2",2018,2.4,28.7323904,16.9,0
"10277","R101","R104","2",2018,4.6,33.40644453,16.2,0
"10277","R101","R104","10",2018,24.8,39.67984305,17.9,0
"10277","R101","R104","12",2018,25.7,37.30548624,23.5,1
"10277","R101","R104","5",2018,12.6,38.19631565,12.7,0
"10278","R101","R101","12",2018,25,38.45005713,23.1,1
"10278","R101","R101","2",2018,6.7,33.26431126,16.2,0
"10278","R101","R101","5",2018,15.2,34.15431436,12.7,0
"10278","R101","R101","10",2018,23.2,40.15329664,17.6,0
"10279","R101","R101","5",2018,13.4,34.01910455,12.7,0
"10279","R101","R101","10",2018,21.4,37.88085837,17.6,0
"10279","R101","R101","12",2018,22.3,38.75030994,23.1,1
"10279","R101","R101","2",2018,5.8,32.4,16.2,0
"10280","R104","R101","5",2018,5.4,32.8,12.7,1
"10280","R104","R101","2",2018,3.8,30.3769623,16.7,0
"10281","R103","R103","10",2018,21,37.96288145,17.6,0
"10281","R103","R103","2",2018,3.2,29.8,16.9,0
"10281","R103","R103","5",2018,9,27.9,12.4,0
"10281","R103","R103","12",2018,23.3,39.6,22.4,1
"10282","R103","R103","12",2018,23.1,37.2,22.4,1
"10282","R103","R103","10",2018,23.6,38.01262058,17.5,0
"10282","R103","R103","5",2018,9.7,28.6,12.4,0
"10282","R103","R103","2",2018,3.9,29.7,16.8,0
"10283","R107","R107","5",2018,8.4,32.3,15.8,0
"10283","R107","R107","12",2018,20.6,38.68880594,17,1
"10283","R107","R107","10",2018,22.1,35.94851019,16.4,0
"10283","R107","R107","2",2018,2.7,27.38896814,14.5,0
"10284","R107","R107","10",2018,24.3,37.26473068,16.5,0
"10284","R107","R107","12",2018,24.1,40.07075618,17.4,1
"10284","R107","R107","5",2018,11.7,32.7,15.8,0
"10284","R107","R107","2",2018,4.4,27.32023156,14.5,0
"10285","R111","R108","10",2018,22.6,38.6778219,25.8,0
"10285","R111","R108","12",2018,23.8,36.11056022,21.1,1
"10285","R111","R108","5",2018,10.8,34.20815958,21.9,0
"10285","R111","R108","2",2018,4.7,34.90298264,12.8,0
"10286","R111","R108","2",2018,3.5,31.7,12.8,1
"10287","R111","R108","10",2018,17.1,38.97762127,25.8,1
"10287","R111","R108","2",2018,4.5,32.3,12.8,0
"10287","R111","R108","5",2018,7.4,34.58387664,21.9,0
"10290","R108","R111","10",2018,21.9,36.83173339,17.5,0
"10290","R108","R111","2",2018,3.7,34.49510056,17.6,0
"10290","R108","R111","5",2018,10.2,33.9002594,15.4,0
"10290","R108","R111","12",2018,24.5,39.9,20,1
"10291","R108","R111","5",2018,9.1,30.9,15.5,1
"10291","R108","R111","2",2018,2,28.83676236,17.6,0
"10292","R108","R111","10",2018,23.1,38.11928785,17.5,0
"10292","R108","R111","5",2018,11.9,33.5,15.4,0
"10292","R108","R111","12",2018,24.6,36.7,19.8,1
"10292","R108","R111","2",2018,5.2,31.81525756,17.6,0
"10293","R109","R125","10",2018,18.7,37.8,25.6,1
"10293","R109","R125","5",2018,9.9,34.60196941,20.5,0
"10293","R109","R125","2",2018,4.7,27.806617,18.4,0
"10294","R109","R125","5",2018,9.7,35.86079528,20.5,1
"10294","R109","R125","2",2018,3.5,30.8,18.4,0
"10295","R109","R125","2",2018,2.9,29.5,18.4,0
"10295","R109","R125","5",2018,9.3,35.42523967,20.5,1
"10297","R125","R109","5",2018,11.3,35.73611068,19.9,0
"10297","R125","R109","10",2018,24.6,38.8,25.2,0
"10297","R125","R109","2",2018,4.8,36.62715259,18.5,0
"10297","R125","R109","12",2018,26.9,37.52468386,20.9,1
"10298","R125","R109","5",2018,11.2,35.79767603,20,0
"10298","R125","R109","2",2018,4.6,33.67038989,18.6,0
"10298","R125","R109","12",2018,25.7,36.37381943,21,1
"10298","R125","R109","10",2018,24.7,37.7,25.2,0
"10299","R125","R109","12",2018,15.9,37.68460271,20.9,1
"10299","R125","R109","5",2018,6.2,34.1,20.1,0
"10299","R125","R109","2",2018,2,31.87153269,18.7,0
"10299","R125","R109","10",2018,13.9,35.5,25.2,0
"10300","R105","R112","10",2018,19.5,38.18045139,16.1,0
"10300","R105","R112","12",2018,22.8,39.64821718,20.1,1
"10300","R105","R112","5",2018,7.1,33.7,15.7,0
"10300","R105","R112","2",2018,2.8,31.06008086,12.8,0
"10302","R112","R105","12",2018,25.1,40.9,21.7,1
"10302","R112","R105","10",2018,25.1,37.17360739,15.9,0
"10302","R112","R105","2",2018,4,32.89316155,12.5,0
"10302","R112","R105","5",2018,10.5,33.86718247,15.9,0
"10303","R112","R110","2",2018,2.6,30.70435368,12.5,1
"10304","R112","R110","10",2018,25.1,38.13427441,22.8,1
"10304","R112","R110","2",2018,3.7,30.59612175,12.5,0
"10304","R112","R110","5",2018,11.5,36.16129162,27.2,0
"10306","R110","R112","5",2018,9,34.87837655,15.7,0
"10306","R110","R112","2",2018,3.3,31.06008086,12.8,0
"10306","R110","R112","12",2018,26,37.8,19.5,1
"10306","R110","R112","10",2018,23,37.63583207,16,0
"10307","R110","R112","5",2018,7.7,34.1,15.7,0
"10307","R110","R112","10",2018,21.7,38.51513858,16.1,0
"10307","R110","R112","12",2018,24.3,40,19.9,1
"10307","R110","R112","2",2018,2.8,29.87074258,12.8,0
"10309","R106","R106","12",2018,25.2,39.6,19.6,1
"10309","R106","R106","2",2018,3.6,30.4,22.1,0
"10309","R106","R106","5",2018,10.2,37.58729123,23.1,0
"10309","R106","R106","10",2018,24,36.26989121,21,0
"10310","R106","R106","12",2018,25.2,38.6,19.8,1
"10310","R106","R106","10",2018,24.2,36.5375646,20.9,0
"10310","R106","R106","2",2018,3.6,30.5,22.1,0
"10310","R106","R106","5",2018,11,39.02038179,23,0
"10311","R106","R106","2",2018,1.8,31.3,22.1,1
"10313","R113","R118","12",2018,21.1,38.6,22.3,1
"10313","R113","R118","10",2018,20.6,38.35852532,17.2,0
"10313","R113","R118","2",2018,3.1,26,16.5,0
"10314","R113","R118","2",2018,4.1,26.2,16.5,0
"10314","R113","R118","10",2018,22,39.0676387,17.1,0
"10314","R113","R118","12",2018,22,38.17688363,22.3,1
"10315","R113","R118","10",2018,19.6,36.11330729,17.2,0
"10315","R113","R118","12",2018,20.3,38.64804754,22.3,1
"10315","R113","R118","2",2018,2.1,26.2,16.6,0
"10316","R113","R113","12",2018,21.5,38.2185479,18.7,1
"10316","R113","R113","10",2018,18.8,36.73954435,16.1,0
"10316","R113","R113","5",2018,7.2,32.66405405,17.1,0
"10316","R113","R113","2",2018,2.8,25.4,16.7,0
"10321","R118","R113","10",2018,19.6,37.97464815,16.1,0
"10321","R118","R113","5",2018,8.9,33.20482124,17.1,0
"10321","R118","R113","2",2018,3.6,34.80197723,16.1,0
"10321","R118","R113","12",2018,20.8,39.9,18.7,1
"10322","R118","R113","2",2018,3.3,32.43993217,16.1,1
"10323","R118","R113","5",2018,3.3,28.5,17.1,1
"10323","R118","R113","2",2018,2.1,29.9,16.1,0
"10324","R114","R115","2",2018,3.4,34.81961716,22.7,1
"10325","R114","R115","12",2018,25.4,39.8,22.2,1
"10325","R114","R115","10",2018,25.5,38,21.3,0
"10325","R114","R115","5",2018,11.9,35.7383856,24.8,0
"10325","R114","R115","2",2018,4.7,34.3331348,22.7,0
"10326","R114","R115","5",2018,10.9,36.24807533,24.8,0
"10326","R114","R115","2",2018,4.5,33.83870225,22.7,0
"10326","R114","R115","10",2018,22.2,37.8,21.4,0
"10326","R114","R115","12",2018,26.1,39.8,22.2,1
"10327","R115","R117","10",2018,27.6,38.5,23,0
"10327","R115","R117","5",2018,16,37.14145825,24.8,0
"10327","R115","R117","2",2018,5.8,38.01033325,23.1,0
"10327","R115","R117","12",2018,28.5,38.5,24.8,1
"10328","R115","R117","2",2018,5.1,35.74028732,23.1,0
"10328","R115","R117","5",2018,12.5,37.54560919,24.9,0
"10328","R115","R117","10",2018,21.2,38.2,23,0
"10328","R115","R117","12",2018,22.7,40.8,24.8,1
"10329","R115","R117","2",2018,2.9,34.1,23.1,1
"10330","R117","R114","10",2018,16.8,39.9,22.2,0
"10330","R117","R114","2",2018,4.3,36.08604219,26.5,0
"10330","R117","R114","5",2018,9.3,36.64863452,24.7,0
"10330","R117","R114","12",2018,21.7,41,26.5,1
"10331","R117","R114","10",2018,24.1,38.71515485,22.2,0
"10331","R117","R114","2",2018,6.1,34.82919684,26.5,0
"10331","R117","R114","12",2018,24.7,40.2,26.5,1
"10331","R117","R114","5",2018,14.9,37.27477299,24.7,0
"10332","R117","R114","10",2018,21.8,38.8,22.2,0
"10332","R117","R114","2",2018,5.3,34.9,26.5,0
