"","BirdID","Dam","Sire"
"1","4495",NA,NA
"1.1","4441",NA,NA
"1.2","4496",NA,NA
"1.3","4442",NA,NA
"1.4","4497",NA,NA
"1.5","4498",NA,NA
"1.6","4420",NA,NA
"1.7","4443",NA,NA
"1.8","512",NA,NA
"1.9","6245",NA,NA
"1.10","6238",NA,NA
"1.11","7022",NA,NA
"1.12","8636",NA,NA
"1.13","8304",NA,NA
"1.14","8300",NA,NA
"1.15","8060",NA,NA
"1.16","8750",NA,NA
"1.17","8941",NA,NA
"1.18","4412",NA,NA
"1.19","4416",NA,NA
"1.20","4414",NA,NA
"1.21","4413",NA,NA
"1.22","4417",NA,NA
"1.23","4415",NA,NA
"1.24","4418",NA,NA
"1.25","4419",NA,NA
"1.26","500",NA,NA
"1.27","513",NA,NA
"1.28","504",NA,NA
"1.29","505",NA,NA
"1.30","499",NA,NA
"1.31","494",NA,NA
"1.32","5676",NA,NA
"1.33","5669",NA,NA
"1.34","7024",NA,NA
"1.35","6887",NA,NA
"1.36","6645",NA,NA
"1.37","6562",NA,NA
"1.38","8748",NA,NA
"1.39","9038",NA,NA
"1.40","8752",NA,NA
"1.41","8747",NA,NA
"1.42","10179",NA,NA
"11000","5680",NA,NA
"2","5681",NA,NA
"3","5682",NA,NA
"4","5683",NA,NA
"5","5685",NA,NA
"6","5689",NA,NA
"7","5690",NA,NA
"8","5691",NA,NA
"9","5692",NA,NA
"10","5693",NA,NA
"11","5697",NA,NA
"12","5698",NA,NA
"13","5699",NA,NA
"14","5704",NA,NA
"15","5705",NA,NA
"16","5706",NA,NA
"17","5707",NA,NA
"18","5708",NA,NA
"19","5709",NA,NA
"20","5684",NA,NA
"21","5686",NA,NA
"22","5687",NA,NA
"23","5688",NA,NA
"24","5694",NA,NA
"25","5695",NA,NA
"26","5696",NA,NA
"27","5700",NA,NA
"28","5701",NA,NA
"29","5702",NA,NA
"30","5703",NA,NA
"31","5710",NA,NA
"32","5711",NA,NA
"33","5713",NA,NA
"34","5714",NA,NA
"35","4401",NA,NA
"36","5712",NA,NA
"37","5715",NA,NA
"38","5716",NA,NA
"39","5717",NA,NA
"40","5719",NA,NA
"41","5720",NA,NA
"42","5721",NA,NA
"43","5723",NA,NA
"44","5724",NA,NA
"45","5725",NA,NA
"46","5726",NA,NA
"47","5728",NA,NA
"48","5729",NA,NA
"49","5732",NA,NA
"50","5733",NA,NA
"51","5734",NA,NA
"52","5736",NA,NA
"53","5737",NA,NA
"54","5738",NA,NA
"55","5739",NA,NA
"56","5741",NA,NA
"57","5727",NA,NA
"58","5730",NA,NA
"59","5731",NA,NA
"60","5735",NA,NA
"61","5740",NA,NA
"62","5742",NA,NA
"63","5743",NA,NA
"64","5744",NA,NA
"65","5745",NA,NA
"66","5746",NA,NA
"67","5747",NA,NA
"68","5749",NA,NA
"69","5750",NA,NA
"70","5760",NA,NA
"71","5761",NA,NA
"72","5748",NA,NA
"73","5752",NA,NA
"74","5753",NA,NA
"75","5754",NA,NA
"76","5755",NA,NA
"77","5756",NA,NA
"78","5757",NA,NA
"79","5758",NA,NA
"80","5759",NA,NA
"81","5762",NA,NA
"82","5763",NA,NA
"83","5764",NA,NA
"84","5765",NA,NA
"85","5766",NA,NA
"86","5767",NA,NA
"87","5768",NA,NA
"88","5769",NA,NA
"89","5771",NA,NA
"90","5783",NA,NA
"91","5784",NA,NA
"92","5785",NA,NA
"93","5786",NA,NA
"94","5787",NA,NA
"95","4399",NA,NA
"96","4402",NA,NA
"97","4409",NA,NA
"98","4410",NA,NA
"99","4411",NA,NA
"100","4499",NA,NA
"101","5770",NA,NA
"102","5772",NA,NA
"103","5773",NA,NA
"104","5774",NA,NA
"105","5775",NA,NA
"106","5776",NA,NA
"107","5777",NA,NA
"108","5778",NA,NA
"109","5779",NA,NA
"110","5780",NA,NA
"111","5781",NA,NA
"112","5782",NA,NA
"113","5788",NA,NA
"114","5789",NA,NA
"115","5790",NA,NA
"116","5791",NA,NA
"117","5792",NA,NA
"118","5793",NA,NA
"119","5794",NA,NA
"120","5795",NA,NA
"121","5796",NA,NA
"122","5797",NA,NA
"123","5798",NA,NA
"124","5799",NA,NA
"125","5800",NA,NA
"126","5801",NA,NA
"127","5802",NA,NA
"128","5803",NA,NA
"129","5804",NA,NA
"130","5805",NA,NA
"131","5806",NA,NA
"132","5807",NA,NA
"133","5808",NA,NA
"134","5809",NA,NA
"135","5810",NA,NA
"136","5869",NA,NA
"137","5874",NA,NA
"138","5875",NA,NA
"139","5959",NA,NA
"140","5961",NA,NA
"141","5967",NA,NA
"142","5977",NA,NA
"143","5978",NA,NA
"145","4403",NA,NA
"152","5813",NA,NA
"153","5814",NA,NA
"154","5815",NA,NA
"157","5818",NA,NA
"159","5820",NA,NA
"161","5822",NA,NA
"165","5826",NA,NA
"170","5831",NA,NA
"173","5834",NA,NA
"175","5836",NA,NA
"176","5837",NA,NA
"185","5846",NA,NA
"186","5847",NA,NA
"189","5850",NA,NA
"204","5865",NA,NA
"209","5872",NA,NA
"211","5876",NA,NA
"216","5881",NA,NA
"219","5884",NA,NA
"221","5886",NA,NA
"236","5901",NA,NA
"251","5916",NA,NA
"255","5920",NA,NA
"259","5924",NA,NA
"270","5935",NA,NA
"274","5939",NA,NA
"277","5942",NA,NA
"279","5944",NA,NA
"284","5949",NA,NA
"292","5957",NA,NA
"309","5979",NA,NA
"312","5983",NA,NA
"314","5985",NA,NA
"337","6008",NA,NA
"361","6032",NA,NA
"370","6041",NA,NA
"413","6085",NA,NA
"465","6137",NA,NA
"518","6229",NA,NA
"519","6230",NA,NA
"547","6203",NA,NA
"556","6212",NA,NA
"559","6215",NA,NA
"561","6217",NA,NA
"567","6223",NA,NA
"568","6224",NA,NA
"569","6225",NA,NA
"570","6226",NA,NA
"571","6227",NA,NA
"572","6228",NA,NA
"573","6231",NA,NA
"574","6232",NA,NA
"575","6233",NA,NA
"576","6234",NA,NA
"577","6235",NA,NA
"578","4444",NA,NA
"579","4445",NA,NA
"580","4446",NA,NA
"581","4447",NA,NA
"582","4448",NA,NA
"583","4449",NA,NA
"584","4450",NA,NA
"585","4451",NA,NA
"586","4452",NA,NA
"587","4453",NA,NA
"588","4454",NA,NA
"589","4455",NA,NA
"590","4456",NA,NA
"591","4457",NA,NA
"592","4458",NA,NA
"593","4459",NA,NA
"594","4460",NA,NA
"595","4461",NA,NA
"596","4462",NA,NA
"597","4463",NA,NA
"598","4464",NA,NA
"599","4465",NA,NA
"600","4466",NA,NA
"601","4467",NA,NA
"602","4468",NA,NA
"603","4469",NA,NA
"604","4470",NA,NA
"605","4471",NA,NA
"606","4472",NA,NA
"607","4473",NA,NA
"608","4474",NA,NA
"609","4475",NA,NA
"610","4476",NA,NA
"611","4477",NA,NA
"612","4478",NA,NA
"613","4479",NA,NA
"614","4480",NA,NA
"615","4481",NA,NA
"616","4482",NA,NA
"617","4483",NA,NA
"618","4484",NA,NA
"619","4485",NA,NA
"620","4486",NA,NA
"621","4487",NA,NA
"622","4488",NA,NA
"623","4489",NA,NA
"624","4490",NA,NA
"625","4491",NA,NA
"626","4492",NA,NA
"627","4493",NA,NA
"628","4494",NA,NA
"635","4139",NA,NA
"636","4140",NA,NA
"638","4142",NA,NA
"639","4143",NA,NA
"644","4148",NA,NA
"650","4154",NA,NA
"655","4159",NA,NA
"665","4169",NA,NA
"666","4170",NA,NA
"668","4172",NA,NA
"669","4173",NA,NA
"683","4187",NA,NA
"687","4191",NA,NA
"688","4192",NA,NA
"689","4193",NA,NA
"690","4194",NA,NA
"691","4195",NA,NA
"692","4196",NA,NA
"693","4197",NA,NA
"694","4198",NA,NA
"695","4199",NA,NA
"696","4200",NA,NA
"697","4201",NA,NA
"700","4204",NA,NA
"701","4205",NA,NA
"702","4206",NA,NA
"704","4208",NA,NA
"705","4209",NA,NA
"710","4214",NA,NA
"714","4218",NA,NA
"715","4219",NA,NA
"720","4224",NA,NA
"721","4225",NA,NA
"722","4226",NA,NA
"723","4227",NA,NA
"728","4232",NA,NA
"729","4233",NA,NA
"730","4234",NA,NA
"731","4235",NA,NA
"765","4269",NA,NA
"766","4270",NA,NA
"774","4278",NA,NA
"775","4279",NA,NA
"779","4283",NA,NA
"782","4286",NA,NA
"783","4287",NA,NA
"784","4288",NA,NA
"788","4292",NA,NA
"792","4296",NA,NA
"793","4297",NA,NA
"794","4298",NA,NA
"795","4299",NA,NA
"796","4300",NA,NA
"804","4308",NA,NA
"811","4315",NA,NA
"812","4316",NA,NA
"813","4317",NA,NA
"816","4320",NA,NA
"823","4327",NA,NA
"825","4329",NA,NA
"826","4330",NA,NA
"827","4331",NA,NA
"830","4334",NA,NA
"831","4335",NA,NA
"832","4336",NA,NA
"833","4337",NA,NA
"837","4341",NA,NA
"838","4342",NA,NA
"839","4343",NA,NA
"840","4344",NA,NA
"841","4345",NA,NA
"842","4346",NA,NA
"843","4347",NA,NA
"844","4348",NA,NA
"845","4349",NA,NA
"846","4350",NA,NA
"847","4351",NA,NA
"848","4352",NA,NA
"849","4353",NA,NA
"850","4354",NA,NA
"851","4355",NA,NA
"852","4356",NA,NA
"853","4357",NA,NA
"854","4358",NA,NA
"855","4359",NA,NA
"856","4360",NA,NA
"857","4361",NA,NA
"858","4362",NA,NA
"859","4363",NA,NA
"860","4364",NA,NA
"861","4365",NA,NA
"862","4366",NA,NA
"863","4367",NA,NA
"864","4368",NA,NA
"865","4369",NA,NA
"866","4370",NA,NA
"867","4371",NA,NA
"871","4375",NA,NA
"872","4376",NA,NA
"873","4377",NA,NA
"875","4501",NA,NA
"886","8",NA,NA
"887","9",NA,NA
"888","10",NA,NA
"890","12",NA,NA
"892","14",NA,NA
"896","18",NA,NA
"897","19",NA,NA
"904","26",NA,NA
"908","30",NA,NA
"921","43",NA,NA
"952","74",NA,NA
"963","85",NA,NA
"971","93",NA,NA
"975","97",NA,NA
"987","109",NA,NA
"1002","124",NA,NA
"1009","131",NA,NA
"1016","138",NA,NA
"1019","141",NA,NA
"1032","154",NA,NA
"1071","193",NA,NA
"1078","200",NA,NA
"1079","201",NA,NA
"1087","209",NA,NA
"1088","210",NA,NA
"1092","214",NA,NA
"1098","220",NA,NA
"1102","224",NA,NA
"1104","226",NA,NA
"1105","227",NA,NA
"1106","228",NA,NA
"1107","229",NA,NA
"1108","230",NA,NA
"1112","234",NA,NA
"1115","237",NA,NA
"1116","238",NA,NA
"1117","239",NA,NA
"1118","240",NA,NA
"1119","241",NA,NA
"1120","242",NA,NA
"1121","243",NA,NA
"1122","244",NA,NA
"1123","245",NA,NA
"1124","246",NA,NA
"1125","247",NA,NA
"1126","248",NA,NA
"1130","252",NA,NA
"1148","261",NA,NA
"1151","264",NA,NA
"1152","265",NA,NA
"1157","270",NA,NA
"1160","273",NA,NA
"1161","274",NA,NA
"1162","275",NA,NA
"1164","277",NA,NA
"1167","280",NA,NA
"1170","283",NA,NA
"1182","295",NA,NA
"1190","303",NA,NA
"1197","310",NA,NA
"1203","316",NA,NA
"1204","317",NA,NA
"1213","326",NA,NA
"1228","341",NA,NA
"1236","349",NA,NA
"1237","350",NA,NA
"1255","368",NA,NA
"1263","376",NA,NA
"1264","377",NA,NA
"1266","379",NA,NA
"1267","380",NA,NA
"1268","381",NA,NA
"1269","382",NA,NA
"1274","387",NA,NA
"1275","388",NA,NA
"1278","391",NA,NA
"1283","396",NA,NA
"1288","401",NA,NA
"1292","405",NA,NA
"1295","408",NA,NA
"1297","410",NA,NA
"1302","415",NA,NA
"1307","420",NA,NA
"1333","446",NA,NA
"1349","462",NA,NA
"1359","472",NA,NA
"1387","597",NA,NA
"1388","598",NA,NA
"1422","632",NA,NA
"1426","636",NA,NA
"1429","639",NA,NA
"1430","640",NA,NA
"1438","648",NA,NA
"1441","651",NA,NA
"1442","652",NA,NA
"1447","657",NA,NA
"1458","668",NA,NA
"1459","669",NA,NA
"1462","672",NA,NA
"1463","673",NA,NA
"1464","674",NA,NA
"1465","675",NA,NA
"1466","676",NA,NA
"1471","681",NA,NA
"1472","682",NA,NA
"1473","683",NA,NA
"1474","684",NA,NA
"1475","685",NA,NA
"1476","686",NA,NA
"1477","687",NA,NA
"1478","688",NA,NA
"1479","689",NA,NA
"1480","690",NA,NA
"1485","695",NA,NA
"1486","696",NA,NA
"1492","702",NA,NA
"1496","706",NA,NA
"1497","707",NA,NA
"1500","710",NA,NA
"1501","711",NA,NA
"1502","712",NA,NA
"1506","716",NA,NA
"1514","727",NA,NA
"1515","728",NA,NA
"1519","732",NA,NA
"1526","4384",NA,NA
"1527","4385",NA,NA
"1528","4386",NA,NA
"1532","516",NA,NA
"1590","734",NA,NA
"1592","736",NA,NA
"1593","737",NA,NA
"1638","782",NA,NA
"1644","788",NA,NA
"1646","790",NA,NA
"1657","801",NA,NA
"1668","812",NA,NA
"1677","821",NA,NA
"1696","840",NA,NA
"1704","848",NA,NA
"1711","855",NA,NA
"1712","856",NA,NA
"1720","864",NA,NA
"1740","884",NA,NA
"1770","914",NA,NA
"1922","1066",NA,NA
"1923","1067",NA,NA
"1927","1071",NA,NA
"1934","1078",NA,NA
"1958","1106",NA,NA
"1959","1107",NA,NA
"1960","1108",NA,NA
"1961","1109",NA,NA
"1962","1110",NA,NA
"1963","1111",NA,NA
"1964","1112",NA,NA
"1965","1113",NA,NA
"1966","1114",NA,NA
"1967","1115",NA,NA
"1968","1116",NA,NA
"1969","1117",NA,NA
"1970","1118",NA,NA
"1971","1119",NA,NA
"1972","1120",NA,NA
"1973","1121",NA,NA
"1974","1122",NA,NA
"1975","1123",NA,NA
"1976","1124",NA,NA
"1977","1125",NA,NA
"1978","1126",NA,NA
"1979","1127",NA,NA
"1980","1128",NA,NA
"1981","1129",NA,NA
"1982","1130",NA,NA
"1983","1131",NA,NA
"1984","1132",NA,NA
"1985","1133",NA,NA
"1986","1134",NA,NA
"1987","1135",NA,NA
"1988","1136",NA,NA
"1989","1137",NA,NA
"1990","1138",NA,NA
"1991","1139",NA,NA
"1992","1140",NA,NA
"2013","4379",NA,NA
"2014","4389",NA,NA
"2018","4393",NA,NA
"2020","4426",NA,NA
"2036","1156",NA,NA
"2039","1159",NA,NA
"2043","1163",NA,NA
"2044","1164",NA,NA
"2055","1175",NA,NA
"2058","1178",NA,NA
"2059","1179",NA,NA
"2064","1184",NA,NA
"2070","1190",NA,NA
"2099","1219",NA,NA
"2100","1220",NA,NA
"2117","1237",NA,NA
"2120","1240",NA,NA
"2125","1245",NA,NA
"2126","1246",NA,NA
"2127","1247",NA,NA
"2148","1268",NA,NA
"2149","1269",NA,NA
"2150","1270",NA,NA
"2168","1288",NA,NA
"2176","1296",NA,NA
"2177","1297",NA,NA
"2192","1312",NA,NA
"2211","1331",NA,NA
"2212","1332",NA,NA
"2216","1336",NA,NA
"2225","1345",NA,NA
"2230","1350",NA,NA
"2231","1351",NA,NA
"2232","1352",NA,NA
"2263","1383",NA,NA
"2264","1384",NA,NA
"2265","1385",NA,NA
"2269","1389",NA,NA
"2272","1392",NA,NA
"2281","1401",NA,NA
"2282","1402",NA,NA
"2283","1403",NA,NA
"2284","1404",NA,NA
"2324","1444",NA,NA
"2332","1452",NA,NA
"2333","1453",NA,NA
"2337","1457",NA,NA
"2371","1491",NA,NA
"2396","1516",NA,NA
"2418","1538",NA,NA
"2428","1548",NA,NA
"2431","1551",NA,NA
"2432","1552",NA,NA
"2433","1553",NA,NA
"2457","1577",NA,NA
"2458","1578",NA,NA
"2463","1583",NA,NA
"2493","1613",NA,NA
"2494","1614",NA,NA
"2495","1615",NA,NA
"2498","1618",NA,NA
"2504","1624",NA,NA
"2511","1631",NA,NA
"2530","1650",NA,NA
"2557","1677",NA,NA
"2558","1678",NA,NA
"2559","1679",NA,NA
"2562","1682",NA,NA
"2565","1685",NA,NA
"2566","1686",NA,NA
"2581","1701",NA,NA
"2591","1711",NA,NA
"2594","1714",NA,NA
"2603","1723",NA,NA
"2615","1735",NA,NA
"2616","1736",NA,NA
"2635","1755",NA,NA
"2636","1756",NA,NA
"2637","1757",NA,NA
"2638","1758",NA,NA
"2639","1759",NA,NA
"2643","1763",NA,NA
"2657","1777",NA,NA
"2662","1782",NA,NA
"2697","1817",NA,NA
"2702","1822",NA,NA
"2730","1850",NA,NA
"2765","1885",NA,NA
"2771","1891",NA,NA
"2772","1892",NA,NA
"2774","1894",NA,NA
"2775","1895",NA,NA
"2776","1896",NA,NA
"2777","1897",NA,NA
"2804","1924",NA,NA
"2805","1925",NA,NA
"2806","1926",NA,NA
"2807","1927",NA,NA
"2818","1938",NA,NA
"2822","1942",NA,NA
"2833","1953",NA,NA
"2838","1958",NA,NA
"2839","1959",NA,NA
"2840","1960",NA,NA
"2843","1963",NA,NA
"2844","1964",NA,NA
"2857","1977",NA,NA
"2858","1978",NA,NA
"2859","1979",NA,NA
"2860","1980",NA,NA
"2861","1981",NA,NA
"2862","1982",NA,NA
"2865","1985",NA,NA
"2867","1987",NA,NA
"2868","1988",NA,NA
"2872","1992",NA,NA
"2876","1996",NA,NA
"2877","1997",NA,NA
"2878","1998",NA,NA
"2879","2019",NA,NA
"2881","2021",NA,NA
"2882","2022",NA,NA
"2890","4378",NA,NA
"2892","4381",NA,NA
"2893","4394",NA,NA
"2895","4396",NA,NA
"2897","2024",NA,NA
"2904","2031",NA,NA
"2907","2034",NA,NA
"2908","2035",NA,NA
"2909","2036",NA,NA
"2916","2043",NA,NA
"2917","2044",NA,NA
"2918","2045",NA,NA
"2920","2047",NA,NA
"2921","2048",NA,NA
"2925","2052",NA,NA
"2930","2057",NA,NA
"2931","2058",NA,NA
"2936","2063",NA,NA
"2937","2064",NA,NA
"2938","2065",NA,NA
"2939","2066",NA,NA
"2950","2077",NA,NA
"2951","2078",NA,NA
"2952","2079",NA,NA
"2966","2093",NA,NA
"2967","2094",NA,NA
"2968","2095",NA,NA
"2969","2096",NA,NA
"2970","2097",NA,NA
"2974","2101",NA,NA
"2975","2102",NA,NA
"2981","2108",NA,NA
"2985","2112",NA,NA
"2991","2118",NA,NA
"2992","2119",NA,NA
"2993","2120",NA,NA
"2994","2121",NA,NA
"2995","2122",NA,NA
"2996","2123",NA,NA
"2997","2124",NA,NA
"2998","2125",NA,NA
"3003","2130",NA,NA
"3008","2135",NA,NA
"3019","2146",NA,NA
"3020","2147",NA,NA
"3029","2156",NA,NA
"3033","2160",NA,NA
"3034","2161",NA,NA
"3038","2165",NA,NA
"3082","2209",NA,NA
"3094","2221",NA,NA
"3103","2230",NA,NA
"3113","2240",NA,NA
"3139","2266",NA,NA
"3144","2271",NA,NA
"3154","2281",NA,NA
"3155","2282",NA,NA
"3156","2283",NA,NA
"3161","2288",NA,NA
"3166","2293",NA,NA
"3170","2297",NA,NA
"3171","2298",NA,NA
"3175","2302",NA,NA
"3176","2303",NA,NA
"3177","2304",NA,NA
"3194","2321",NA,NA
"3245","2372",NA,NA
"3248","2375",NA,NA
"3249","2376",NA,NA
"3250","2377",NA,NA
"3255","2382",NA,NA
"3259","2386",NA,NA
"3273","2400",NA,NA
"3274","2401",NA,NA
"3275","2402",NA,NA
"3285","2412",NA,NA
"3286","2413",NA,NA
"3300","2427",NA,NA
"3301","2428",NA,NA
"3302","2429",NA,NA
"3303","2430",NA,NA
"3304","2431",NA,NA
"3305","2432",NA,NA
"3306","2433",NA,NA
"3333","2460",NA,NA
"3347","2474",NA,NA
"3351","2478",NA,NA
"3357","2484",NA,NA
"3359","2486",NA,NA
"3377","2504",NA,NA
"3385","2512",NA,NA
"3391","2518",NA,NA
"3395","2522",NA,NA
"3398","2525",NA,NA
"3404","2531",NA,NA
"3408","2535",NA,NA
"3413","2540",NA,NA
"3418","2545",NA,NA
"3425","2552",NA,NA
"3436","2563",NA,NA
"3475","2602",NA,NA
"3483","2611",NA,NA
"3484","2612",NA,NA
"3501","2629",NA,NA
"3502","2630",NA,NA
"3506","2634",NA,NA
"3512","2640",NA,NA
"3513","2641",NA,NA
"3514","2642",NA,NA
"3515","2643",NA,NA
"3541","2669",NA,NA
"3551","2679",NA,NA
"3560","2688",NA,NA
"3561","2689",NA,NA
"3562","2690",NA,NA
"3567","2695",NA,NA
"3569","2697",NA,NA
"3570","2698",NA,NA
"3571","2699",NA,NA
"3572","2700",NA,NA
"3601","2729",NA,NA
"3606","2734",NA,NA
"3614","2742",NA,NA
"3615","2743",NA,NA
"3616","2744",NA,NA
"3617","2745",NA,NA
"3618","2746",NA,NA
"3629","2757",NA,NA
"3630","2758",NA,NA
"3642","2770",NA,NA
"3646","2774",NA,NA
"3647","2775",NA,NA
"3648","2776",NA,NA
"3651","2779",NA,NA
"3652","2780",NA,NA
"3653","2781",NA,NA
"3654","2782",NA,NA
"3658","2786",NA,NA
"3667","2795",NA,NA
"3676","2804",NA,NA
"3677","2805",NA,NA
"3698","2826",NA,NA
"3699","2827",NA,NA
"3700","2828",NA,NA
"3701","2829",NA,NA
"3707","2835",NA,NA
"3719","2848",NA,NA
"3725","2854",NA,NA
"3733","2862",NA,NA
"3734","2863",NA,NA
"3749","2878",NA,NA
"3753","2882",NA,NA
"3760","2889",NA,NA
"3768","2897",NA,NA
"3779","2908",NA,NA
"3780","2909",NA,NA
"3788","2917",NA,NA
"3805","2934",NA,NA
"3808","2937",NA,NA
"3809","2938",NA,NA
"3813","2942",NA,NA
"3821","2950",NA,NA
"3823","2952",NA,NA
"3824","2953",NA,NA
"3827","2956",NA,NA
"3828","2957",NA,NA
"3836","2965",NA,NA
"3848","2977",NA,NA
"3849","2978",NA,NA
"3854","2983",NA,NA
"3864","2993",NA,NA
"3866","2995",NA,NA
"3867","2996",NA,NA
"3877","3006",NA,NA
"3878","3007",NA,NA
"3879","3008",NA,NA
"3880","3009",NA,NA
"3881","3010",NA,NA
"3882","3011",NA,NA
"3883","3012",NA,NA
"3887","3016",NA,NA
"3889","3018",NA,NA
"3892","3021",NA,NA
"3893","3022",NA,NA
"3894","3023",NA,NA
"3895","3024",NA,NA
"3899","3028",NA,NA
"3922","3051",NA,NA
"3943","3069",NA,NA
"3944","3070",NA,NA
"3945","3071",NA,NA
"3946","3072",NA,NA
"3951","3077",NA,NA
"3952","3078",NA,NA
"3953","3079",NA,NA
"3954","3080",NA,NA
"3955","3081",NA,NA
"3972","3098",NA,NA
"3973","3099",NA,NA
"3983","3109",NA,NA
"3988","3114",NA,NA
"3991","3117",NA,NA
"4001","3127",NA,NA
"4002","3128",NA,NA
"4003","3129",NA,NA
"4004","3130",NA,NA
"4009","3135",NA,NA
"4011","3137",NA,NA
"4012","3138",NA,NA
"4013","3139",NA,NA
"4017","3143",NA,NA
"4025","3151",NA,NA
"4035","3161",NA,NA
"4036","3162",NA,NA
"4037","3163",NA,NA
"4038","3164",NA,NA
"4039","3165",NA,NA
"4043","3169",NA,NA
"4060","3186",NA,NA
"4061","3187",NA,NA
"4063","3189",NA,NA
"4065","3191",NA,NA
"4066","3192",NA,NA
"4067","3193",NA,NA
"4068","3194",NA,NA
"4069","3195",NA,NA
"4070","3196",NA,NA
"4071","3197",NA,NA
"4072","3198",NA,NA
"4073","3199",NA,NA
"4077","3203",NA,NA
"4100","3226",NA,NA
"4102","3228",NA,NA
"4109","3235",NA,NA
"4110","3236",NA,NA
"4111","3237",NA,NA
"4112","3238",NA,NA
"4113","3239",NA,NA
"4127","3253",NA,NA
"4142","3268",NA,NA
"4145","3271",NA,NA
"4156","3282",NA,NA
"4168","3294",NA,NA
"4180","3306",NA,NA
"4181","3307",NA,NA
"4191","3317",NA,NA
"4196","3322",NA,NA
"4197","3323",NA,NA
"4198","3324",NA,NA
"4200","3326",NA,NA
"4201","3327",NA,NA
"4202","3328",NA,NA
"4203","3329",NA,NA
"4219","3345",NA,NA
"4226","3352",NA,NA
"4240","3366",NA,NA
"4241","3367",NA,NA
"4242","3368",NA,NA
"4243","3369",NA,NA
"4282","3408",NA,NA
"4283","3409",NA,NA
"4284","3410",NA,NA
"4314","3444",NA,NA
"4321","3451",NA,NA
"4334","3464",NA,NA
"4335","3465",NA,NA
"4355","3488",NA,NA
"4356","3489",NA,NA
"4357","3490",NA,NA
"4367","3500",NA,NA
"4384","3517",NA,NA
"4402","3535",NA,NA
"4427","3563",NA,NA
"4438","3574",NA,NA
"4441","3577",NA,NA
"4449","4397",NA,NA
"4450","5153",NA,NA
"4451","3580",NA,NA
"4452","3581",NA,NA
"4457","3586",NA,NA
"4465","3594",NA,NA
"4466","3595",NA,NA
"4472","3601",NA,NA
"4474","3603",NA,NA
"4476","3605",NA,NA
"4481","3610",NA,NA
"4486","3615",NA,NA
"4487","3616",NA,NA
"4493","3622",NA,NA
"4499","3628",NA,NA
"4511","3640",NA,NA
"4512","3641",NA,NA
"4524","3653",NA,NA
"4529","3658",NA,NA
"4530","3659",NA,NA
"4531","3660",NA,NA
"4535","3664",NA,NA
"4542","3671",NA,NA
"4543","3672",NA,NA
"4544","3673",NA,NA
"4545","3674",NA,NA
"4560","3689",NA,NA
"4561","3690",NA,NA
"4563","3692",NA,NA
"4564","3693",NA,NA
"4565","3694",NA,NA
"4568","3697",NA,NA
"4573","3702",NA,NA
"4574","3703",NA,NA
"4575","3704",NA,NA
"4576","3705",NA,NA
"4577","3706",NA,NA
"4578","3707",NA,NA
"4580","3709",NA,NA
"4589","3718",NA,NA
"4592","3721",NA,NA
"4624","3753",NA,NA
"4626","3755",NA,NA
"4662","3791",NA,NA
"4669","3798",NA,NA
"4670","3799",NA,NA
"4671","3800",NA,NA
"4672","3801",NA,NA
"4676","3805",NA,NA
"4680","3809",NA,NA
"4681","3810",NA,NA
"4682","3811",NA,NA
"4683","3812",NA,NA
"4684","3813",NA,NA
"4685","3814",NA,NA
"4704","3834",NA,NA
"4721","3853",NA,NA
"4725","3857",NA,NA
"4728","3860",NA,NA
"4732","3864",NA,NA
"4736","3869",NA,NA
"4737","3870",NA,NA
"4741","3874",NA,NA
"4742","3875",NA,NA
"4743","3876",NA,NA
"4744","3877",NA,NA
"4745","3878",NA,NA
"4748","3881",NA,NA
"4757","3890",NA,NA
"4762","3895",NA,NA
"4763","3896",NA,NA
"4764","3897",NA,NA
"4767","3900",NA,NA
"4768","3901",NA,NA
"4769","3902",NA,NA
"4791","3924",NA,NA
"4805","3938",NA,NA
"4808","3941",NA,NA
"4809","3942",NA,NA
"4814","3947",NA,NA
"4817","3950",NA,NA
"4818","3951",NA,NA
"4819","3952",NA,NA
"4820","3953",NA,NA
"4823","3956",NA,NA
"4824","3957",NA,NA
"4833","3966",NA,NA
"4835","3968",NA,NA
"4837","3970",NA,NA
"4844","3977",NA,NA
"4845","3978",NA,NA
"4869","4000",NA,NA
"4872","4003",NA,NA
"4873","4004",NA,NA
"4875","4006",NA,NA
"4878","4009",NA,NA
"4879","4010",NA,NA
"4880","4011",NA,NA
"4881","4012",NA,NA
"4889","4020",NA,NA
"4890","4021",NA,NA
"4899","4030",NA,NA
"4910","4041",NA,NA
"4933","4065",NA,NA
"4934","4066",NA,NA
"4958","4090",NA,NA
"4959","4091",NA,NA
"4960","4092",NA,NA
"4961","4093",NA,NA
"4972","4104",NA,NA
"4980","4112",NA,NA
"4989","4122",NA,NA
"4990","4123",NA,NA
"4991","4124",NA,NA
"4992","4125",NA,NA
"4993","4126",NA,NA
"4994","4127",NA,NA
"4995","4128",NA,NA
"4996","4129",NA,NA
"4997","4130",NA,NA
"4998","4131",NA,NA
"4999","4132",NA,NA
"5001","4509",NA,NA
"5006","4513",NA,NA
"5012","4519",NA,NA
"5013","4520",NA,NA
"5019","4526",NA,NA
"5020","4527",NA,NA
"5021","4528",NA,NA
"5022","4529",NA,NA
"5026","4533",NA,NA
"5028","4535",NA,NA
"5029","4536",NA,NA
"5030","4537",NA,NA
"5032","4539",NA,NA
"5033","4540",NA,NA
"5034","4541",NA,NA
